iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations_per_hundred,people_vaccinated_per_hundred,CFR
AUT,Europe,Austria,2020-12-28,353484,1592,5931,50,.02,.02,1.67786943680619
AUT,Europe,Austria,2020-12-29,355352,1868,6059,128,.04,.04,1.70506990251919
AUT,Europe,Austria,2020-12-30,357902,2550,6149,90,.06,.06,1.71806807450084
AUT,Europe,Austria,2020-12-31,360815,2913,6222,73,.06,.06,1.72442941673711
AUT,Europe,Austria,2021-01-01,362911,2096,6261,39,.06,.06,1.72521637536476
AUT,Europe,Austria,2021-01-02,364302,1391,6275,14,.06,.06,1.72247201497659
AUT,Europe,Austria,2021-01-03,365768,1466,6324,49,.06,.06,1.72896480829378
AUT,Europe,Austria,2021-01-04,367410,1642,6357,33,.06,.06,1.7302196456275
AUT,Europe,Austria,2021-01-05,369721,2311,6457,100,.08,.08,1.74645205438696
AUT,Europe,Austria,2021-01-06,372190,2469,6525,68,.09,.09,1.75313683871141
AUT,Europe,Austria,2021-01-07,374730,2540,6568,43,.12,.12,1.75272863128119
AUT,Europe,Austria,2021-01-08,376793,2063,6641,73,.27,.27,1.76250620367151
AUT,Europe,Austria,2021-01-09,379071,2278,6687,46,.32,.32,1.76404947885752
AUT,Europe,Austria,2021-01-10,380722,1651,6723,36,.34,.34,1.76585540105379
AUT,Europe,Austria,2021-01-11,382258,1536,6747,24,.4,.4,1.7650382725803
AUT,Europe,Austria,2021-01-12,383833,1575,6819,72,.57,.57,1.77655386587396
AUT,Europe,Austria,2021-01-13,385750,1917,6868,49,.74,.74,1.78042773817239
AUT,Europe,Austria,2021-01-14,389260,3510,6921,53,.93,.93,1.7779890047783
AUT,Europe,Austria,2021-01-15,390788,1528,6987,66,1.14,1.14,1.78792593426615
AUT,Europe,Austria,2021-01-16,392511,1723,7053,66,1.21,1.21,1.79689231639368
AUT,Europe,Austria,2021-01-17,393778,1267,7082,29,1.28,1.27,1.79847528302749
AUT,Europe,Austria,2021-01-18,394939,1161,7122,40,1.4,1.39,1.8033164615295
AUT,Europe,Austria,2021-01-19,396425,1486,7199,77,1.69,1.66,1.81598032414706
AUT,Europe,Austria,2021-01-20,398096,1671,7237,38,1.96,1.91,1.81790321932398
AUT,Europe,Austria,2021-01-21,399798,1702,7288,51,2.18,2.13,1.82292057489032
AUT,Europe,Austria,2021-01-22,401886,2088,7330,42,2.31,2.25,1.82390031003817
AUT,Europe,Austria,2021-01-23,403512,1626,7389,59,2.34,2.29,1.83117230714328
AUT,Europe,Austria,2021-01-24,404714,1202,7418,29,2.35,2.3,1.83289928196208
AUT,Europe,Austria,2021-01-25,405723,1009,7451,33,2.37,2.32,1.83647463910106
AUT,Europe,Austria,2021-01-26,407140,1417,7515,64,2.47,2.4,1.8458024266837
AUT,Europe,Austria,2021-01-27,408781,1641,7564,49,2.56,2.49,1.85037954308053
AUT,Europe,Austria,2021-01-28,410230,1449,7607,43,2.67,2.57,1.85432562221193
AUT,Europe,Austria,2021-01-29,411730,1500,7658,51,2.83,2.63,1.85995676778471
AUT,Europe,Austria,2021-01-30,413208,1478,7703,45,2.88,2.64,1.8641943040793
AUT,Europe,Austria,2021-01-31,414398,1190,7721,18,2.89,2.65,1.86318466787967
AUT,Europe,Austria,2021-02-01,415522,1124,7778,57,2.94,2.66,1.87186238033125
AUT,Europe,Austria,2021-02-02,416763,1241,7847,69,3.14,2.7,1.88284468630853
AUT,Europe,Austria,2021-02-03,418283,1520,7902,55,3.34,2.74,1.88915160310125
AUT,Europe,Austria,2021-02-04,419801,1518,7936,34,3.57,2.77,1.89041950829083
AUT,Europe,Austria,2021-02-05,421189,1388,7973,37,3.8,2.82,1.89297441291202
AUT,Europe,Austria,2021-02-06,422522,1333,7994,21,3.91,2.85,1.89197248900649
AUT,Europe,Austria,2021-02-07,423839,1317,8012,18,3.96,2.85,1.89034043587306
AUT,Europe,Austria,2021-02-08,424896,1057,8032,20,4.07,2.88,1.89034493146558
AUT,Europe,Austria,2021-02-09,426093,1197,8071,39,4.29,2.91,1.89418741917844
AUT,Europe,Austria,2021-02-10,427562,1469,8114,43,4.53,2.95,1.89773646862911
AUT,Europe,Austria,2021-02-11,429139,1577,8138,24,4.8,3.01,1.89635526018376
AUT,Europe,Austria,2021-02-12,430870,1731,8170,32,5.1,3.1,1.89616357602061
AUT,Europe,Austria,2021-02-13,432303,1433,8195,25,5.22,3.16,1.89566114507649
AUT,Europe,Austria,2021-02-14,433487,1184,8211,16,5.24,3.17,1.89417445044488
AUT,Europe,Austria,2021-02-15,434712,1225,8221,10,5.32,3.21,1.8911371206684
AUT,Europe,Austria,2021-02-16,436139,1427,8260,39,5.48,3.29,1.89389162629345
AUT,Europe,Austria,2021-02-17,437874,1735,8290,30,5.7,3.4,1.89323869423624
AUT,Europe,Austria,2021-02-18,439841,1967,8312,22,5.93,3.53,1.88977380462485
AUT,Europe,Austria,2021-02-19,441659,1818,8348,36,6.16,3.68,1.89014601762899
AUT,Europe,Austria,2021-02-20,443536,1877,8368,20,6.31,3.8,1.88665632552938
AUT,Europe,Austria,2021-02-21,445374,1838,8386,18,6.37,3.87,1.88291188978252
AUT,Europe,Austria,2021-02-22,446644,1270,8397,11,6.45,3.92,1.88002077717377
AUT,Europe,Austria,2021-02-23,448371,1727,8434,37,6.62,4.04,1.8810315564566
AUT,Europe,Austria,2021-02-24,450376,2005,8470,36,6.84,4.22,1.88065083396984
AUT,Europe,Austria,2021-02-25,452767,2391,8493,23,7.06,4.41,1.87579925215398
AUT,Europe,Austria,2021-02-26,454860,2093,8515,22,7.39,4.68,1.8720045728356
AUT,Europe,Austria,2021-02-27,457317,2457,8538,23,7.67,4.93,1.86697629871621
AUT,Europe,Austria,2021-02-28,459440,2123,8561,23,7.78,5.04,1.86335538916942
AUT,Europe,Austria,2021-03-01,460849,1409,8574,13,7.88,5.13,1.86047924591352
AUT,Europe,Austria,2021-03-02,462769,1920,8605,31,8.16,5.39,1.85945903895896
AUT,Europe,Austria,2021-03-03,465322,2553,8625,20,8.47,5.67,1.85355517254718
AUT,Europe,Austria,2021-03-04,467646,2324,8652,27,8.78,5.95,1.85011739649222
AUT,Europe,Austria,2021-03-05,470314,2668,8669,17,9.19,6.32,1.84323664615555
AUT,Europe,Austria,2021-03-06,472871,2557,8694,25,9.5,6.61,1.83855639275828
AUT,Europe,Austria,2021-03-07,475070,2199,8713,19,9.63,6.73,1.83404550908287
AUT,Europe,Austria,2021-03-08,476980,1910,8732,19,9.76,6.85,1.8306847247264
AUT,Europe,Austria,2021-03-09,479391,2411,8757,25,10.08,7.12,1.82669261625688
AUT,Europe,Austria,2021-03-10,481919,2528,8776,19,10.4,7.39,1.82105291553145
AUT,Europe,Austria,2021-03-11,484916,2997,8798,22,10.89,7.83,1.8143348538716
AUT,Europe,Austria,2021-03-12,488042,3126,8831,33,11.54,8.42,1.80947541400125
AUT,Europe,Austria,2021-03-13,491065,3023,8856,25,12.12,8.94,1.80342724486575
AUT,Europe,Austria,2021-03-14,493568,2503,8873,17,12.46,9.22,1.79772594657676
AUT,Europe,Austria,2021-03-15,495464,1896,8892,19,12.69,9.43,1.79468134919994
AUT,Europe,Austria,2021-03-16,497889,2425,8925,33,13.01,9.68,1.79256822303766
AUT,Europe,Austria,2021-03-17,501224,3335,8956,31,13.39,9.97,1.78682585031842
AUT,Europe,Austria,2021-03-18,504581,3357,8982,26,13.77,10.26,1.78009080801695
AUT,Europe,Austria,2021-03-19,508096,3515,9024,42,14.37,10.77,1.77604232271067
AUT,Europe,Austria,2021-03-20,511440,3344,9052,28,14.9,11.18,1.76990458313781
AUT,Europe,Austria,2021-03-21,514153,2713,9074,22,15.07,11.31,1.76484431676952
AUT,Europe,Austria,2021-03-22,516565,2412,9089,15,15.25,11.46,1.75950751599508
AUT,Europe,Austria,2021-03-23,519980,3415,9121,32,15.64,11.67,1.75410592715104
AUT,Europe,Austria,2021-03-24,523269,3289,9151,30,16.08,11.91,1.74881370767234
AUT,Europe,Austria,2021-03-25,526393,3124,9178,27,16.59,12.24,1.74356421912905
AUT,Europe,Austria,2021-03-26,530288,3895,9200,22,17.15,12.6,1.73490631505899
AUT,Europe,Austria,2021-03-27,533786,3498,9231,31,17.61,12.89,1.72934471867003
AUT,Europe,Austria,2021-03-28,536465,2679,9256,25,17.77,13,1.72536884978517
AUT,Europe,Austria,2021-03-29,539541,3076,9275,19,18.07,13.24,1.71905378831266
AUT,Europe,Austria,2021-03-30,542542,3001,9308,33,18.53,13.56,1.71562754588585
AUT,Europe,Austria,2021-03-31,546229,3687,9339,31,18.92,13.81,1.70972247903352
AUT,Europe,Austria,2021-04-01,549592,3363,9368,29,19.38,14.06,1.70453718394736
AUT,Europe,Austria,2021-04-02,552729,3137,9397,29,19.87,14.34,1.70010981873576
AUT,Europe,Austria,2021-04-03,556012,3283,9434,37,20.11,14.48,1.6967259699431
AUT,Europe,Austria,2021-04-04,558755,2743,9449,15,20.22,14.57,1.69108106415155
AUT,Europe,Austria,2021-04-05,560972,2217,9482,33,20.36,14.66,1.69028044180458
AUT,Europe,Austria,2021-04-06,562907,1935,9517,35,20.79,14.95,1.69068780455741
AUT,Europe,Austria,2021-04-07,566008,3101,9546,29,21.4,15.39,1.68654860001979
AUT,Europe,Austria,2021-04-08,568914,2906,9586,40,22.21,15.91,1.68496468710561
AUT,Europe,Austria,2021-04-09,571616,2702,9624,38,23.08,16.41,1.68364776353356
AUT,Europe,Austria,2021-04-10,574755,3139,9662,38,23.8,16.81,1.68106410557542
AUT,Europe,Austria,2021-04-11,577007,2252,9687,25,24.09,16.93,1.67883578535442
AUT,Europe,Austria,2021-04-12,578950,1943,9706,19,24.48,17.24,1.67648328871232
AUT,Europe,Austria,2021-04-13,581263,2313,9748,42,24.97,17.61,1.67703776087589
AUT,Europe,Austria,2021-04-14,584205,2942,9779,31,25.72,18.2,1.67389871705994
AUT,Europe,Austria,2021-04-15,586883,2678,9813,34,26.54,18.81,1.67205388467548
AUT,Europe,Austria,2021-04-16,589299,2416,9843,30,27.32,19.39,1.67028961528867
AUT,Europe,Austria,2021-04-17,591347,2048,9870,27,27.96,19.79,1.66907078246782
AUT,Europe,Austria,2021-04-18,593423,2076,9898,28,28.17,19.95,1.6679501805626
AUT,Europe,Austria,2021-04-19,595540,2117,9922,24,28.52,20.24,1.66605097894348
AUT,Europe,Austria,2021-04-20,597566,2026,9959,37,29.02,20.6,1.66659415026959
AUT,Europe,Austria,2021-04-21,600089,2523,9997,38,29.72,21.18,1.66591955526597
AUT,Europe,Austria,2021-04-22,602494,2405,10026,29,30.5,21.85,1.66408296182203
AUT,Europe,Austria,2021-04-23,604823,2329,10055,29,31.26,22.48,1.66246984655015
AUT,Europe,Austria,2021-04-24,606954,2131,10070,15,31.7,22.85,1.65910431433025
AUT,Europe,Austria,2021-04-25,608979,2025,10087,17,32.01,23.14,1.65637895559617
AUT,Europe,Austria,2021-04-26,610545,1566,10098,11,32.35,23.44,1.65393214259391
AUT,Europe,Austria,2021-04-27,612170,1625,10126,28,32.88,23.85,1.65411568681902
AUT,Europe,Austria,2021-04-28,614510,2340,10152,26,33.52,24.33,1.65204797318188
AUT,Europe,Austria,2021-04-29,616739,2229,10179,27,34.36,25.01,1.65045505473142
AUT,Europe,Austria,2021-04-30,618870,2131,10205,26,35.25,25.74,1.64897312844378
AUT,Europe,Austria,2021-05-01,620485,1615,10233,28,35.71,26.12,1.64919377583664
AUT,Europe,Austria,2021-05-02,622110,1625,10245,12,35.9,26.29,1.64681487196798
AUT,Europe,Austria,2021-05-03,623201,1091,10260,15,36.22,26.49,1.64633882166428
AUT,Europe,Austria,2021-05-04,624595,1394,10291,31,36.9,26.94,1.64762766272545
AUT,Europe,Austria,2021-05-05,626239,1644,10311,20,37.75,27.61,1.64649598635665
AUT,Europe,Austria,2021-05-06,627484,1245,10333,22,38.83,28.46,1.64673521555928
AUT,Europe,Austria,2021-05-07,628817,1333,10351,18,40.02,29.42,1.64610689596496
AUT,Europe,Austria,2021-05-08,630050,1233,10374,23,40.6,29.79,1.64653598920721
AUT,Europe,Austria,2021-05-09,631076,1026,10382,8,40.8,29.93,1.64512673592404
AUT,Europe,Austria,2021-05-10,631896,820,10392,10,41.28,30.29,1.64457442363933
AUT,Europe,Austria,2021-05-11,632766,870,10413,21,42.01,30.83,1.64563203459099
AUT,Europe,Austria,2021-05-12,633960,1194,10428,15,43.12,31.69,1.64489873178118
AUT,Europe,Austria,2021-05-13,634893,933,10444,16,43.49,31.98,1.64500159869458
AUT,Europe,Austria,2021-05-14,635780,887,10455,11,44.48,32.72,1.64443675485231
AUT,Europe,Austria,2021-05-15,636424,644,10470,15,45.14,33.21,1.64512966198635
AUT,Europe,Austria,2021-05-16,637097,673,10474,4,45.41,33.4,1.64401967047404
AUT,Europe,Austria,2021-05-17,637573,476,10480,6,45.93,33.74,1.64373334504441
AUT,Europe,Austria,2021-05-18,638155,582,10499,19,46.69,34.22,1.64521158652678
AUT,Europe,Austria,2021-05-19,639054,899,10508,9,47.85,35.04,1.644305489051
AUT,Europe,Austria,2021-05-20,639616,562,10527,19,49.07,35.88,1.64583124874925
AUT,Europe,Austria,2021-05-21,640293,677,10534,7,50.28,36.68,1.64518431405622
AUT,Europe,Austria,2021-05-22,640876,583,10541,7,50.93,37.11,1.64477995743326
AUT,Europe,Austria,2021-05-23,641380,504,10546,5,51.25,37.32,1.64426704917522
AUT,Europe,Austria,2021-05-24,641740,360,10547,1,51.51,37.45,1.64350048306168
AUT,Europe,Austria,2021-05-25,642138,398,10551,4,52.11,37.86,1.6431047531839
AUT,Europe,Austria,2021-05-26,642583,445,10566,15,53.12,38.4,1.64430120311306
AUT,Europe,Austria,2021-05-27,643168,585,10573,7,54.19,38.99,1.64389397482462
AUT,Europe,Austria,2021-05-28,643709,541,10588,15,55.35,39.62,1.64484262298647
AUT,Europe,Austria,2021-05-29,644207,498,10592,4,56.01,39.88,1.64419200660657
AUT,Europe,Austria,2021-05-30,644586,379,10596,4, , ,1.6438458173153
BHR,Asia,Bahrain,2020-02-24,1,1, , , , , 
BHR,Asia,Bahrain,2020-02-25,23,22, , , , , 
BHR,Asia,Bahrain,2020-02-26,33,10, , , , , 
BHR,Asia,Bahrain,2020-02-27,33,0, , , , , 
BHR,Asia,Bahrain,2020-02-28,36,3, , , , , 
BHR,Asia,Bahrain,2020-02-29,41,5, , , , , 
BHR,Asia,Bahrain,2020-03-01,47,6, , , , , 
BHR,Asia,Bahrain,2020-03-02,49,2, , , , , 
BHR,Asia,Bahrain,2020-03-03,49,0, , , , , 
BHR,Asia,Bahrain,2020-03-04,52,3, , , , , 
BHR,Asia,Bahrain,2020-03-05,55,3, , , , , 
BHR,Asia,Bahrain,2020-03-06,60,5, , , , , 
BHR,Asia,Bahrain,2020-03-07,85,25, , , , , 
BHR,Asia,Bahrain,2020-03-08,85,0, , , , , 
BHR,Asia,Bahrain,2020-03-09,95,10, , , , , 
BHR,Asia,Bahrain,2020-03-10,110,15, , , , , 
BHR,Asia,Bahrain,2020-03-11,195,85, , , , , 
BHR,Asia,Bahrain,2020-03-12,195,0, , , , , 
BHR,Asia,Bahrain,2020-03-13,195,0, , , , , 
BHR,Asia,Bahrain,2020-03-14,210,15, , , , , 
BHR,Asia,Bahrain,2020-03-15,214,4, , , , , 
BHR,Asia,Bahrain,2020-03-16,214,0,1,1, , ,.467289719626168
BHR,Asia,Bahrain,2020-03-17,228,14,1,0, , ,.43859649122807
BHR,Asia,Bahrain,2020-03-18,256,28,1,0, , ,.390625
BHR,Asia,Bahrain,2020-03-19,278,22,1,0, , ,.359712230215827
BHR,Asia,Bahrain,2020-03-20,285,7,1,0, , ,.350877192982456
BHR,Asia,Bahrain,2020-03-21,305,20,1,0, , ,.327868852459016
BHR,Asia,Bahrain,2020-03-22,334,29,2,1, , ,.598802395209581
BHR,Asia,Bahrain,2020-03-23,377,43,2,0, , ,.530503978779841
BHR,Asia,Bahrain,2020-03-24,392,15,3,1, , ,.76530612244898
BHR,Asia,Bahrain,2020-03-25,419,27,4,1, , ,.954653937947494
BHR,Asia,Bahrain,2020-03-26,458,39,4,0, , ,.873362445414847
BHR,Asia,Bahrain,2020-03-27,466,8,4,0, , ,.858369098712446
BHR,Asia,Bahrain,2020-03-28,476,10,4,0, , ,.840336134453782
BHR,Asia,Bahrain,2020-03-29,499,23,4,0, , ,.801603206412826
BHR,Asia,Bahrain,2020-03-30,515,16,4,0, , ,.776699029126214
BHR,Asia,Bahrain,2020-03-31,567,52,4,0, , ,.705467372134039
BHR,Asia,Bahrain,2020-04-01,569,2,4,0, , ,.70298769771529
BHR,Asia,Bahrain,2020-04-02,643,74,4,0, , ,.622083981337481
BHR,Asia,Bahrain,2020-04-03,672,29,4,0, , ,.595238095238095
BHR,Asia,Bahrain,2020-04-04,688,16,4,0, , ,.581395348837209
BHR,Asia,Bahrain,2020-04-05,700,12,4,0, , ,.571428571428571
BHR,Asia,Bahrain,2020-04-06,756,56,4,0, , ,.529100529100529
BHR,Asia,Bahrain,2020-04-07,811,55,5,1, , ,.61652281134402
BHR,Asia,Bahrain,2020-04-08,823,12,5,0, , ,.607533414337789
BHR,Asia,Bahrain,2020-04-09,887,64,5,0, , ,.56369785794814
BHR,Asia,Bahrain,2020-04-10,925,38,6,1, , ,.648648648648649
BHR,Asia,Bahrain,2020-04-11,1040,115,6,0, , ,.576923076923077
BHR,Asia,Bahrain,2020-04-12,1136,96,6,0, , ,.528169014084507
BHR,Asia,Bahrain,2020-04-13,1361,225,6,0, , ,.440852314474651
BHR,Asia,Bahrain,2020-04-14,1528,167,7,1, , ,.458115183246073
BHR,Asia,Bahrain,2020-04-15,1671,143,7,0, , ,.418910831837223
BHR,Asia,Bahrain,2020-04-16,1700,29,7,0, , ,.411764705882353
BHR,Asia,Bahrain,2020-04-17,1740,40,7,0, , ,.402298850574713
BHR,Asia,Bahrain,2020-04-18,1773,33,7,0, , ,.394811054709532
BHR,Asia,Bahrain,2020-04-19,1881,108,7,0, , ,.372142477405635
BHR,Asia,Bahrain,2020-04-20,1907,26,7,0, , ,.367068694284216
BHR,Asia,Bahrain,2020-04-21,1973,66,7,0, , ,.354789660415611
BHR,Asia,Bahrain,2020-04-22,2027,54,7,0, , ,.345337937839171
BHR,Asia,Bahrain,2020-04-23,2217,190,8,1, , ,.36084799278304
BHR,Asia,Bahrain,2020-04-24,2518,301,8,0, , ,.317712470214456
BHR,Asia,Bahrain,2020-04-25,2588,70,8,0, , ,.309119010819165
BHR,Asia,Bahrain,2020-04-26,2647,59,8,0, , ,.302228938420854
BHR,Asia,Bahrain,2020-04-27,2723,76,8,0, , ,.293793609988983
BHR,Asia,Bahrain,2020-04-28,2811,88,8,0, , ,.284596229099964
BHR,Asia,Bahrain,2020-04-29,2921,110,8,0, , ,.273878808627182
BHR,Asia,Bahrain,2020-04-30,3040,119,8,0, , ,.263157894736842
BHR,Asia,Bahrain,2020-05-01,3170,130,8,0, , ,.252365930599369
BHR,Asia,Bahrain,2020-05-02,3284,114,8,0, , ,.243605359317905
BHR,Asia,Bahrain,2020-05-03,3383,99,8,0, , ,.236476500147798
BHR,Asia,Bahrain,2020-05-04,3533,150,8,0, , ,.226436456269459
BHR,Asia,Bahrain,2020-05-05,3720,187,8,0, , ,.21505376344086
BHR,Asia,Bahrain,2020-05-06,3934,214,8,0, , ,.203355363497712
BHR,Asia,Bahrain,2020-05-07,4199,265,8,0, , ,.190521552750655
BHR,Asia,Bahrain,2020-05-08,4444,245,8,0, , ,.18001800180018
BHR,Asia,Bahrain,2020-05-09,4774,330,8,0, , ,.167574361122748
BHR,Asia,Bahrain,2020-05-10,4941,167,8,0, , ,.161910544424206
BHR,Asia,Bahrain,2020-05-11,5236,295,8,0, , ,.152788388082506
BHR,Asia,Bahrain,2020-05-12,5531,295,9,1, , ,.162719218947749
BHR,Asia,Bahrain,2020-05-13,5816,285,10,1, , ,.171939477303989
BHR,Asia,Bahrain,2020-05-14,6198,382,10,0, , ,.16134236850597
BHR,Asia,Bahrain,2020-05-15,6583,385,12,2, , ,.182287710770166
BHR,Asia,Bahrain,2020-05-16,6747,164,12,0, , ,.177856825255669
BHR,Asia,Bahrain,2020-05-17,6956,209,12,0, , ,.172512938470385
BHR,Asia,Bahrain,2020-05-18,7184,228,12,0, , ,.167037861915367
BHR,Asia,Bahrain,2020-05-19,7532,348,12,0, , ,.159320233669676
BHR,Asia,Bahrain,2020-05-20,7888,356,12,0, , ,.152129817444219
BHR,Asia,Bahrain,2020-05-21,8174,286,12,0, , ,.146806948862246
BHR,Asia,Bahrain,2020-05-22,8414,240,12,0, , ,.142619443784169
BHR,Asia,Bahrain,2020-05-23,8802,388,13,1, , ,.147693705975915
BHR,Asia,Bahrain,2020-05-24,9138,336,14,1, , ,.153206390895163
BHR,Asia,Bahrain,2020-05-25,9171,33,14,0, , ,.152655108494166
BHR,Asia,Bahrain,2020-05-26,9366,195,14,0, , ,.149476831091181
BHR,Asia,Bahrain,2020-05-27,9692,326,15,1, , ,.154766817994222
BHR,Asia,Bahrain,2020-05-28,10052,360,15,0, , ,.149224035017907
BHR,Asia,Bahrain,2020-05-29,10449,397,15,0, , ,.143554407120299
BHR,Asia,Bahrain,2020-05-30,10793,344,17,2, , ,.157509496896136
BHR,Asia,Bahrain,2020-05-31,11398,605,19,2, , ,.166695911563432
BHR,Asia,Bahrain,2020-06-01,11871,473,19,0, , ,.160053912896976
BHR,Asia,Bahrain,2020-06-02,12311,440,19,0, , ,.15433352286573
BHR,Asia,Bahrain,2020-06-03,12815,504,20,1, , ,.156067108856808
BHR,Asia,Bahrain,2020-06-04,13296,481,21,1, , ,.157942238267148
BHR,Asia,Bahrain,2020-06-05,13835,539,22,1, , ,.159016985905313
BHR,Asia,Bahrain,2020-06-06,14383,548,24,2, , ,.166863658485712
BHR,Asia,Bahrain,2020-06-07,14763,380,26,2, , ,.17611596558965
BHR,Asia,Bahrain,2020-06-08,15417,654,27,1, , ,.175131348511384
BHR,Asia,Bahrain,2020-06-09,15731,314,29,2, , ,.184349373847816
BHR,Asia,Bahrain,2020-06-10,16200,469,31,2, , ,.191358024691358
BHR,Asia,Bahrain,2020-06-11,16667,467,34,3, , ,.203995920081598
BHR,Asia,Bahrain,2020-06-12,17269,602,36,2, , ,.208466037408072
BHR,Asia,Bahrain,2020-06-13,17713,444,37,1, , ,.208886128831931
BHR,Asia,Bahrain,2020-06-14,18227,514,42,5, , ,.230427387940967
BHR,Asia,Bahrain,2020-06-15,19013,786,46,4, , ,.241939725451007
BHR,Asia,Bahrain,2020-06-16,19553,540,47,1, , ,.240372321382908
BHR,Asia,Bahrain,2020-06-17,19961,408,49,2, , ,.245478683432694
BHR,Asia,Bahrain,2020-06-18,20430,469,55,6, , ,.269211943220754
BHR,Asia,Bahrain,2020-06-19,20916,486,57,2, , ,.272518646012622
BHR,Asia,Bahrain,2020-06-20,21331,415,60,3, , ,.281280765083681
BHR,Asia,Bahrain,2020-06-21,21764,433,63,3, , ,.289468847638302
BHR,Asia,Bahrain,2020-06-22,22407,643,65,2, , ,.290087918953898
BHR,Asia,Bahrain,2020-06-23,23062,655,67,2, , ,.290521203711734
BHR,Asia,Bahrain,2020-06-24,23570,508,69,2, , ,.292745014849385
BHR,Asia,Bahrain,2020-06-25,24081,511,71,2, , ,.294838254225323
BHR,Asia,Bahrain,2020-06-26,24805,724,73,2, , ,.29429550493852
BHR,Asia,Bahrain,2020-06-27,25267,462,78,5, , ,.308703051410931
BHR,Asia,Bahrain,2020-06-28,25705,438,83,5, , ,.322894378525579
BHR,Asia,Bahrain,2020-06-29,26239,534,84,1, , ,.320134151453943
BHR,Asia,Bahrain,2020-06-30,26758,519,87,3, , ,.325136407803274
BHR,Asia,Bahrain,2020-07-01,27414,656,92,5, , ,.335594951484643
BHR,Asia,Bahrain,2020-07-02,27837,423,94,2, , ,.337680066099077
BHR,Asia,Bahrain,2020-07-03,28410,573,95,1, , ,.334389299542415
BHR,Asia,Bahrain,2020-07-04,28857,447,96,1, , ,.332674914232249
BHR,Asia,Bahrain,2020-07-05,29367,510,97,1, , ,.330302720740968
BHR,Asia,Bahrain,2020-07-06,29821,454,98,1, , ,.328627477281111
BHR,Asia,Bahrain,2020-07-07,30321,500,98,0, , ,.323208337455889
BHR,Asia,Bahrain,2020-07-08,30931,610,98,0, , ,.316834243962368
BHR,Asia,Bahrain,2020-07-09,31528,597,103,5, , ,.326693732555189
BHR,Asia,Bahrain,2020-07-10,32039,511,104,1, , ,.324604388401636
BHR,Asia,Bahrain,2020-07-11,32470,431,104,0, , ,.320295657530028
BHR,Asia,Bahrain,2020-07-12,32941,471,108,4, , ,.327858899244103
BHR,Asia,Bahrain,2020-07-13,33476,535,109,1, , ,.325606404588362
BHR,Asia,Bahrain,2020-07-14,34078,602,111,2, , ,.32572334057163
BHR,Asia,Bahrain,2020-07-15,34560,482,117,6, , ,.338541666666667
