"Location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GHSI","GDP","WGI","Obesity","Vaccinationph"
"Botswana",80,0.0161067851067138,31081.7292857143,563.571428571429,3.941,4.044,NA,31.1,15807.374,0.47,18.9,11.23
"Botswana",81,0.0156459190212849,33578.9688571429,1535,3.941,4.044,NA,31.1,15807.374,0.47,18.9,11.885
"Botswana",82,0.0145433791663997,38378.4461428571,1646.28571428571,3.941,4.044,NA,31.1,15807.374,0.47,18.9,13.375
"Botswana",83,0.014367038828632,42890.2808571429,1290.42857142857,3.941,4.044,NA,31.1,15807.374,0.47,18.9,14.54
"Botswana",84,0.0147061580279314,45368.628,0,3.941,4.044,NA,31.1,15807.374,0.47,18.9,15.53
"Brazil",75,0.0279631567480014,78641.595,85972.6666666667,8.552,25.04,NA,59.7,14103.452,0.39,22.1,32.54
"Brazil",76,0.0279669669814943,80011.9757142857,58213.8571428571,8.552,25.04,NA,59.7,14103.452,0.39,22.1,34.302
"Brazil",77,0.027994282785652,82263.222,70237.2857142857,8.552,25.04,NA,59.7,14103.452,0.39,22.1,37.6133333333333
"Brazil",78,0.0279632782257409,84714.4594285714,77264.7142857143,8.552,25.04,NA,59.7,14103.452,0.39,22.1,41.7871428571429
"Brazil",79,0.0278915583327768,86880.8561428571,54117.2857142857,8.552,25.04,NA,59.7,14103.452,0.39,22.1,46.4925
"Brazil",80,0.0279434551512981,88525.5882857143,48636.8571428571,8.552,25.04,NA,59.7,14103.452,0.39,22.1,50.944
"Brazil",81,0.0279624485600454,89998.8072857143,42822.2857142857,8.552,25.04,NA,59.7,14103.452,0.39,22.1,54.875
"Brazil",82,0.0280001277141822,91292.8487142857,37313.2857142857,8.552,25.04,NA,59.7,14103.452,0.39,22.1,59.1485714285714
"Brazil",83,0.0279373333708483,92804.1922857143,45094,8.552,25.04,NA,59.7,14103.452,0.39,22.1,63.4657142857143
"Brazil",84,0.0279367444651533,93616.4815,39243,8.552,25.04,NA,59.7,14103.452,0.39,22.1,66.485
"Bulgaria",75,0.0423745831771432,60301.4056666667,201,20.801,65.18,410.276666666667,45.6,18563.307,0.32,25,20.24
