"","location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GDP","Vaccinationph","SI","GHSI","WGI","ï..iso_code","continent","Obesity_rate","Vaccinationph2"
"341","Jordan",3,0.0131814472840665,30723.179,876.857142857143,3.81,109.285,350.14,8337.49,NA,79.1014285714286,42.1,-0.7,"JOR","Asia",35.5,0
"342","Jordan",1,0.0124977910993018,66513.2669,1524.1,3.81,109.285,315.2696,8337.49,NA,81.48,42.1,-0.7,"JOR","Asia",35.5,0
"343","Jordan",5,0.0131970906710016,31731.7463333333,895.333333333333,3.81,109.285,374.602666666667,8337.49,0.39,75.93,42.1,-0.7,"JOR","Asia",35.5,0
"344","Jordan",4,0.0131866687753213,31296.651,855.428571428571,3.81,109.285,364.016428571429,8337.49,0.29,75.93,42.1,-0.7,"JOR","Asia",35.5,0
"345","Jordan",2,0.0127815439299603,51706.2175714286,1686.14285714286,3.81,109.285,506.556166666667,8337.49,0,81.48,42.1,-0.7,"JOR","Asia",35.5,0
"346","Kazakhstan",1,0.0153839671621328,33617.9528,563.3,6.991,6.681,294.954,24055.588,92.294,69.5625,40.7,-1.17,"KAZ","Asia",21,0
"347","Kazakhstan",2,0.0145741029796389,24277.1868571429,1619.28571428571,6.991,6.681,311.3116,24055.588,92.53,68.52,40.7,-1.17,"KAZ","Asia",21,0
"348","Kazakhstan",5,0.0130700611948807,12346.5923333333,1376,6.991,6.681,346.434333333333,24055.588,0,68.52,40.7,-1.17,"KAZ","Asia",21,0
"349","Kazakhstan",4,0.0132566496512737,11963.686,1523.28571428571,6.991,6.681,336.716857142857,24055.588,NA,68.52,40.7,-1.17,"KAZ","Asia",21,0
"350","Kazakhstan",3,0.013515774181312,11435.2827142857,1177.28571428571,6.991,6.681,323.303571428571,24055.588,NA,68.52,40.7,-1.17,"KAZ","Asia",21,0
"351","Kenya",2,0.0174323421988372,2906.03857142857,378.285714285714,2.686,87.324,NA,2993.028,19.45,53.7,47.1,-0.36,"KEN","Africa",7.1,0
"352","Kenya",1,0.0176805460016777,3611.8645,999.1,2.686,87.324,19.199,2993.028,18.604,55.926,47.1,-0.36,"KEN","Africa",7.1,0
"353","Kenya",5,0.017452985286489,1830.846,117,2.686,87.324,NA,2993.028,NA,50.93,47.1,-0.36,"KEN","Africa",7.1,0
"354","Kenya",3,0.017457592556341,1804.916,133.857142857143,2.686,87.324,20.3035,2993.028,NA,53.7,47.1,-0.36,"KEN","Africa",7.1,0
"355","Kenya",4,0.0174440290747822,1820.31742857143,113.142857142857,2.686,87.324,NA,2993.028,NA,52.5128571428571,47.1,-0.36,"KEN","Africa",7.1,0
"356","Kuwait",3,0.00599219395068507,36577.8454285714,485.714285714286,2.345,232.128,325.107142857143,65530.537,NA,71.3,46.1,-0.59,"KWT","Asia",37.9,0
"357","Kuwait",5,0.00582205614248158,38040.965,602.333333333333,2.345,232.128,351.342666666667,65530.537,NA,71.3,46.1,-0.59,"KWT","Asia",37.9,0
"358","Kuwait",2,0.00595204314242095,54666.8662857143,1516.28571428571,2.345,232.128,635.365,65530.537,164.48,58.6,46.1,-0.59,"KWT","Asia",37.9,0
"359","Kuwait",4,0.00589815263171958,37390.3904285714,516.571428571429,2.345,232.128,340.188,65530.537,0.81,71.3,46.1,-0.59,"KWT","Asia",37.9,0
"360","Kuwait",1,0.00603451730800267,65985.908,735,2.345,232.128,842.547,65530.537,163.16,49.446,46.1,-0.59,"KWT","Asia",37.9,0
"361","Kyrgyzstan",4,0.0166892844078024,12680.1924285714,102.571428571429,4.489,32.333,NA,3393.474,NA,41.67,49.3,-0.37,"KGZ","Asia",16.6,0
"362","Kyrgyzstan",3,0.0166719043872865,12562.8392857143,123.142857142857,4.489,32.333,NA,3393.474,NA,41.67,49.3,-0.37,"KGZ","Asia",16.6,0
"363","Kyrgyzstan",1,0.0159416048873838,20079.3502,82,4.489,32.333,NA,3393.474,34.2,44.166,49.3,-0.37,"KGZ","Asia",16.6,0
"364","Kyrgyzstan",2,0.0162135808936036,16929.3015714286,228,4.489,32.333,NA,3393.474,34.815,41.67,49.3,-0.37,"KGZ","Asia",16.6,0
"365","Kyrgyzstan",5,0.0166986216147203,12747.975,95,4.489,32.333,NA,3393.474,NA,41.67,49.3,-0.37,"KGZ","Asia",16.6,0
"366","Laos",5,NA,5.963,0,4.029,29.715,NA,6397.36,NA,22.22,43.1,-1.74," "," ",5.3,0
"367","Laos",2,0.00377009851884905,4650.92714285714,234.285714285714,4.029,29.715,NA,6397.36,NA,29.63,43.1,-1.74," "," ",5.3,0
"368","Laos",4,NA,5.78857142857143,0.428571428571429,4.029,29.715,NA,6397.36,NA,22.22,43.1,-1.74," "," ",5.3,0
"369","Laos",1,0.00345066424930148,7686.6443,372.7,4.029,29.715,132.14,6397.36,NA,29.63,43.1,-1.74," "," ",5.3,0
"370","Laos",3,NA,5.556,0,4.029,29.715,NA,6397.36,NA,25.3957142857143,43.1,-1.74," "," ",5.3,0
"371","Latvia",3,0.0176551119378639,30146.6774285714,818.285714285714,19.754,31.212,560.714714285714,25063.846,0.92,50.23375,62.9,0.81,"LVA","Europe",23.6,0
"372","Latvia",1,0.0162369527755184,85976.794,751.9,19.754,31.212,1730.7648,25063.846,68.859,48.058,62.9,0.81,"LVA","Europe",23.6,0
"373","Latvia",2,0.0169764355248796,63888.4775714286,1019.28571428571,19.754,31.212,942.343166666667,25063.846,40.7914285714286,53.7066666666667,62.9,0.81,"LVA","Europe",23.6,0
"374","Latvia",4,0.0181106521192623,33000.1718571429,754.571428571429,19.754,31.212,598.273,25063.846,1.09857142857143,57.41,62.9,0.81,"LVA","Europe",23.6,0
"375","Latvia",5,0.0179860543314274,35150.6803333333,749.666666666667,19.754,31.212,625.05,25063.846,1.28,57.41,62.9,0.81,"LVA","Europe",23.6,0
"376","Lebanon",2,0.00870072546459521,57108.5332857143,4985.28571428571,8.514,594.561,NA,13367.565,68.225,87.78,43.1,-0.5,"LBN","Asia",32,0
"377","Lebanon",5,0.00980764823634931,44133.8953333333,2631.66666666667,8.514,594.561,NA,13367.565,NA,90.74,43.1,-0.5,"LBN","Asia",32,0
"378","Lebanon",1,0.0101834303504435,68467.4636,3295.8,8.514,594.561,NA,13367.565,65.21,63.981,43.1,-0.5,"LBN","Asia",32,0
"379","Lebanon",4,0.00849177760014365,41774.916,3416.57142857143,8.514,594.561,NA,13367.565,NA,90.74,43.1,-0.5,"LBN","Asia",32,0
"380","Lebanon",3,0.00768673374082086,37890.698,4587,8.514,594.561,NA,13367.565,NA,90.74,43.1,-0.5,"LBN","Asia",32,0
"381","Lesotho",3,0.0144000370174889,3155.33128571429,164,4.506,73.562,NA,2851.153,NA,81.48,30.2,0.08," "," ",16.6,0
"382","Lesotho",4,0.0170517396614132,3657.86314285714,110.571428571429,4.506,73.562,NA,2851.153,NA,79.8942857142857,30.2,0.08," "," ",16.6,0
"383","Lesotho",5,0.0192484889811005,4002.19166666667,128.666666666667,4.506,73.562,NA,2851.153,NA,77.78,30.2,0.08," "," ",16.6,0
"384","Lesotho",1,0.0209487096796085,7662.3378,170.3,4.506,73.562,NA,2851.153,NA,42.036,30.2,0.08," "," ",16.6,0
"385","Lesotho",2,0.0163881982434542,6145.90857142857,202.714285714286,4.506,73.562,NA,2851.153,NA,71.7583333333333,30.2,0.08," "," ",16.6,0
"386","Liberia",5,0.0433436763433482,374.116,1,3.057,49.127,NA,752.788,NA,40.74,35.1,-0.04,"LBR","Africa",9.9,0
"387","Liberia",2,0.044348506736692,635.881714285714,40,3.057,49.127,NA,752.788,NA,34.2633333333333,35.1,-0.04,"LBR","Africa",9.9,0
"388","Liberia",4,0.0437580680992121,370.586285714286,5,3.057,49.127,NA,752.788,NA,37.5685714285714,35.1,-0.04,"LBR","Africa",9.9,0
"389","Liberia",1,0.0454408578127877,793.1918,57.3,3.057,49.127,NA,752.788,NA,32.41,35.1,-0.04,"LBR","Africa",9.9,0
"390","Liberia",3,0.0444520028231371,364.795142857143,3.42857142857143,3.057,49.127,NA,752.788,NA,35.19,35.1,-0.04,"LBR","Africa",9.9,0
"391","Libya",2,0.0150686817068827,27072.805,636.428571428571,4.424,3.623,NA,17881.509,40.92,80.56,25.7,-1.52,"LBY","Africa",32.5,0
"392","Libya",3,0.0153522703016606,15773.5514285714,616,4.424,3.623,NA,17881.509,NA,82.1442857142857,25.7,-1.52,"LBY","Africa",32.5,0
"393","Libya",1,0.0147783663469516,35331.6889,507.8,4.424,3.623,NA,17881.509,NA,62.315,25.7,-1.52,"LBY","Africa",32.5,0
"394","Libya",4,0.0155256002391275,16451.3005714286,719,4.424,3.623,NA,17881.509,NA,87.96,25.7,-1.52,"LBY","Africa",32.5,0
"395","Libya",5,0.0157117961467164,16954.2796666667,617.333333333333,4.424,3.623,NA,17881.509,NA,85.19,25.7,-1.52,"LBY","Africa",32.5,0
"396","Lithuania",3,0.0144781123643518,63496.8315714286,1021.85714285714,19.002,45.135,677.732428571429,29524.265,2.17428571428571,71.9557142857143,55,0.92,"LTU","Europe",26.3,0
"397","Lithuania",4,0.0150667371054788,65967.6434285714,895.857142857143,19.002,45.135,700.572857142857,29524.265,2.72142857142857,70.37,55,0.92,"LTU","Europe",26.3,0
"398","Lithuania",1,0.0135950369722644,125138.5759,1920.8,19.002,45.135,1602.5069,29524.265,77.4,62.035,55,0.92,"LTU","Europe",26.3,0
"399","Lithuania",2,0.0138863751200444,101496.019571429,1602,19.002,45.135,656.92,29524.265,46.1471428571429,70.0583333333333,55,0.92,"LTU","Europe",26.3,0
"400","Lithuania",5,0.0153399814911745,67574.966,794.333333333333,19.002,45.135,716.422,29524.265,3.52,70.37,55,0.92,"LTU","Europe",26.3,0
"401","Madagascar",2,0.0164936690622552,996.058714285714,46.8,2.929,43.951,NA,1416.44,NA,37.04,40.1,-0.31," "," ",5.3,0
"402","Madagascar",3,0.0148930152574256,640.766857142857,42.8571428571429,2.929,43.951,3.706,1416.44,NA,37.04,40.1,-0.31," "," ",5.3,0
"403","Madagascar",1,0.0175696720342428,1211.816,220.8,2.929,43.951,3.561,1416.44,3.42,26.7511111111111,40.1,-0.31," "," ",5.3,0
"404","Madagascar",5,0.0148367217219148,663.105666666667,107.333333333333,2.929,43.951,3.929,1416.44,NA,37.04,40.1,-0.31," "," ",5.3,0
"405","Madagascar",4,0.0148946030929058,654.887714285714,63.1428571428571,2.929,43.951,3.81,1416.44,NA,37.04,40.1,-0.31," "," ",5.3,0
"406","Malawi",1,0.0297411017226044,2121.8993,308.1,2.979,197.519,4.4075,1095.042,9.22,44.628,28,-0.06,"MWI","Africa",5.8,0
"407","Malawi",3,0.024836845391395,678.269571428571,865.428571428571,2.979,197.519,5.434,1095.042,NA,51.3214285714286,28,-0.06,"MWI","Africa",5.8,0
"408","Malawi",4,0.0261326680068123,1017.78628571429,893.571428571429,2.979,197.519,6.44566666666667,1095.042,NA,51.85,28,-0.06,"MWI","Africa",5.8,0
"409","Malawi",2,0.0275731439524853,1506.21942857143,366.428571428571,2.979,197.519,4.873,1095.042,9.41,45.5216666666667,28,-0.06,"MWI","Africa",5.8,0
"410","Malawi",5,0.0288217237509971,1195.73066666667,553,2.979,197.519,NA,1095.042,NA,51.85,28,-0.06,"MWI","Africa",5.8,0
"411","Malaysia",4,0.00367914836367405,3633.61554545455,2333,6.293,96.254,109.665166666667,26808.164,NA,49.7266666666667,62.2,-0.08,"MYS","Asia",15.6,0
"412","Malaysia",1,0.00777245458849629,44029.22,2490.5,6.293,96.254,711.0324,26808.164,177.362,58.795,62.2,-0.08,"MYS","Asia",15.6,0
"413","Malaysia",2,0.00607838061794386,27411.0828571429,2873.14285714286,6.293,96.254,153.9882,26808.164,181.975,71.202,62.2,-0.08,"MYS","Asia",15.6,0
"414","Malaysia",5,0.00356266682253529,3196.3035,2792.5,6.293,96.254,99.8848333333333,26808.164,NA,46.9866666666667,62.2,-0.08,"MYS","Asia",15.6,0
"415","Malaysia",3,0.00377517276000808,4941.01628571429,3527.71428571429,6.293,96.254,169.430285714286,26808.164,NA,77.31,62.2,-0.08,"MYS","Asia",15.6,0
"416","Mali",5,0.0408289969321974,387.151666666667,11.6666666666667,2.519,15.196,NA,2014.306,NA,44.44,29,-0.31,"MLI","Africa",8.6,0
"417","Mali",1,0.0343377656839945,701.2032,208.5,2.519,15.196,NA,2014.306,5.475,46.295,29,-0.31,"MLI","Africa",8.6,0
"418","Mali",3,0.0398490900643012,376.772142857143,21.7142857142857,2.519,15.196,NA,2014.306,NA,46.3,29,-0.31,"MLI","Africa",8.6,0
"419","Mali",4,0.0406040574914544,383.444,20.7142857142857,2.519,15.196,NA,2014.306,NA,45.5028571428571,29,-0.31,"MLI","Africa",8.6,0
"420","Mali",2,0.0353596652187464,623.138285714286,215.714285714286,2.519,15.196,NA,2014.306,NA,46.2983333333333,29,-0.31,"MLI","Africa",8.6,0
"421","Mauritania",2,0.0228397970658667,5351.91857142857,308.571428571429,3.138,4.289,34.9596666666667,3597.633,NA,49.23,27.5,-0.85,"MRT","Africa",12.7,0
"422","Mauritania",3,0.0250913457911407,3371.85971428571,53.2857142857143,3.138,4.289,36.924,3597.633,NA,50.93,27.5,-0.85,"MRT","Africa",12.7,0
"423","Mauritania",4,0.0253898643688047,3440.63885714286,39.5714285714286,3.138,4.289,38.459,3597.633,NA,50.93,27.5,-0.85,"MRT","Africa",12.7,0
"424","Mauritania",1,0.0222486590292547,6047.4418,379,3.138,4.289,NA,3597.633,48.66,43.982,27.5,-0.85,"MRT","Africa",12.7,0
"425","Mauritania",5,0.0253919356118357,3477.686,30.6666666666667,3.138,4.289,NA,3597.633,NA,50.93,27.5,-0.85,"MRT","Africa",12.7,0
"426","Mauritius",1,0.0145481107705351,9466.1026,11.3,10.945,622.962,NA,20292.745,NA,34.077,34.9,0.76,"MUS","Africa",10.8,0
"427","Mauritius",3,0.0181124361414499,433.587857142857,1.28571428571429,10.945,622.962,NA,20292.745,NA,19.44,34.9,0.76,"MUS","Africa",10.8,0
"428","Mauritius",4,0.0177596410033961,442.225857142857,1.85714285714286,10.945,622.962,NA,20292.745,0,19.44,34.9,0.76,"MUS","Africa",10.8,0
"429","Mauritius",5,0.0175746924428823,446.825,0,10.945,622.962,NA,20292.745,NA,19.44,34.9,0.76,"MUS","Africa",10.8,0
"430","Mauritius",2,0.0159374261187979,5749.61,36.8333333333333,10.945,622.962,NA,20292.745,NA,24.6883333333333,34.9,0.76,"MUS","Africa",10.8,0
"431","Mexico",2,0.0829040702034858,17642.9008571429,15573,6.857,66.444,14.7404,17336.469,0.12,35.88,57.6,-0.01,"MEX","North America",28.9,0
"432","Mexico",3,0.0857494942537706,12721.0945714286,17559.1428571429,6.857,66.444,15.6442142857143,17336.469,0.371428571428571,35.88,57.6,-0.01,"MEX","North America",28.9,0
"433","Mexico",5,0.0850540800009955,14236.3686666667,12913.6666666667,6.857,66.444,17.3828333333333,17336.469,0.513333333333333,35.88,57.6,-0.01,"MEX","North America",28.9,0
"434","Mexico",1,0.0813695191791154,20928.6178,8994.7,6.857,66.444,39.5459333333333,17336.469,38.1366666666667,34.4133333333333,57.6,-0.01,"MEX","North America",28.9,0
"435","Mexico",4,0.0849935317008634,13643.7641428571,16319.4285714286,6.857,66.444,16.6814285714286,17336.469,0.491428571428571,35.88,57.6,-0.01,"MEX","North America",28.9,0
"436","Moldova",1,0.0240632052790219,65000.4163,415,10.864,123.655,NA,5189.972,44.28,42.595,42.9,-0.11,"MDA","Europe",18.9,0
"437","Moldova",2,0.0228612610732211,53781.7234285714,632.571428571429,10.864,123.655,NA,5189.972,44.92,52.4716666666667,42.9,-0.11,"MDA","Europe",18.9,0
"438","Moldova",4,0.0215156243450679,38936.6368571429,503,10.864,123.655,NA,5189.972,NA,57.41,42.9,-0.11,"MDA","Europe",18.9,0
"439","Moldova",5,0.0215318165270198,39610.1746666667,498.333333333333,10.864,123.655,NA,5189.972,NA,57.41,42.9,-0.11,"MDA","Europe",18.9,0
"440","Moldova",3,0.0213230157260685,38102.6104285714,443,10.864,123.655,NA,5189.972,NA,57.41,42.9,-0.11,"MDA","Europe",18.9,0
"441","Mongolia",2,0.0024660966077997,34405.9168571429,441.142857142857,4.031,1.98,517.118666666667,11840.846,161.37,67.13,49.5,0.26," "," ",20.6,0
"442","Mongolia",3,0.00129260858309097,464.922142857143,14.4285714285714,4.031,1.98,259.965857142857,11840.846,NA,72.5528571428571,49.5,0.26," "," ",20.6,0
"443","Mongolia",1,0.00303091528616432,58853.6809,238.4,4.031,1.98,480.303333333333,11840.846,160.6825,57.87,49.5,0.26," "," ",20.6,0
"444","Mongolia",5,0.00112495618400169,534.149,34.6666666666667,4.031,1.98,307.536,11840.846,NA,73.61,49.5,0.26," "," ",20.6,0
"445","Mongolia",4,0.00120673141982631,498.005428571429,16.8571428571429,4.031,1.98,290.1345,11840.846,NA,73.61,49.5,0.26," "," ",20.6,0
"446","Morocco",1,0.0161203117476736,18918.0273,2073.3,6.769,80.08,193.0998,7485.013,135.765,73.3775,43.7,-0.66,"MAR","Africa",26.1,0
"447","Morocco",3,0.0173226125698822,12332.733,1053.14285714286,6.769,80.08,126.834142857143,7485.013,NA,76.85,43.7,-0.66,"MAR","Africa",26.1,0
"448","Morocco",4,0.0174917979563388,12503.3437142857,776.142857142857,6.769,80.08,129.338142857143,7485.013,0,76.85,43.7,-0.66,"MAR","Africa",26.1,0
"449","Morocco",2,0.0164826076291453,16401.0117142857,2093.57142857143,6.769,80.08,124.1682,7485.013,137.11,76.85,43.7,-0.66,"MAR","Africa",26.1,0
"450","Morocco",5,0.017551581721421,12601.8303333333,672.666666666667,6.769,80.08,130.822333333333,7485.013,0.29,76.85,43.7,-0.66,"MAR","Africa",26.1,0
"451","Mozambique",4,0.00974831173669044,1032.636,801.142857142857,3.158,37.728,10.1584285714286,1136.103,NA,59.26,28.1,-0.47," "," ",7.2,0
"452","Mozambique",1,0.00961729623848303,3326.5134,1176,3.158,37.728,8.59633333333333,1136.103,NA,50,28.1,-0.47," "," ",7.2,0
"453","Mozambique",2,0.00906320158603593,2394.55814285714,766.857142857143,3.158,37.728,9.1082,1136.103,52.95,50,28.1,-0.47," "," ",7.2,0
"454","Mozambique",5,0.00957182619205462,1175.956,940.333333333333,3.158,37.728,10.6203333333333,1136.103,NA,59.26,28.1,-0.47," "," ",7.2,0
"455","Mozambique",3,0.00905247726445545,856.146857142857,850.857142857143,3.158,37.728,9.54685714285714,1136.103,NA,59.26,28.1,-0.47," "," ",7.2,0
"456","Myanmar",5,0.0223372094376141,2551.56933333333,331,5.732,81.721,43.3176666666667,5591.597,NA,70.37,43.4,-0.89,"MMR","Asia",5.8,0
"457","Myanmar",1,0.0289492949487993,5998.2085,355.2,5.732,81.721,46.821,5591.597,66.39,78.245,43.4,-0.89,"MMR","Asia",5.8,0
"458","Myanmar",3,0.0220369069890893,2459.29728571429,471.571428571429,5.732,81.721,39.2948571428571,5591.597,NA,73.5471428571429,43.4,-0.89,"MMR","Asia",5.8,0
"459","Myanmar",4,0.0222474162622882,2516.77785714286,426.571428571429,5.732,81.721,41.7185714285714,5591.597,0.005,70.37,43.4,-0.89,"MMR","Asia",5.8,0
"460","Myanmar",2,0.0259681663685611,4491.74114285714,450.857142857143,5.732,81.721,49.6768333333333,5591.597,NA,76.7016666666667,43.4,-0.89,"MMR","Asia",5.8,0
"461","Namibia",2,0.0135198780669709,24862.3961428571,348.428571428571,3.552,3.078,89.6578,9541.808,NA,40.002,35.6,0.49," "," ",17.2,0
"462","Namibia",3,0.00951023867937014,11869.0937142857,277.857142857143,3.552,3.078,93.7754285714286,9541.808,NA,43.6542857142857,35.6,0.49," "," ",17.2,0
"463","Namibia",4,0.00986709638759024,12633.8604285714,277.714285714286,3.552,3.078,99.0485714285714,9541.808,NA,43.1242857142857,35.6,0.49," "," ",17.2,0
"464","Namibia",1,0.0164936008318148,33792.6073,451.2,3.552,3.078,210.9002,9541.808,NA,33.795,35.6,0.49," "," ",17.2,0
"465","Namibia",5,0.0102882763803959,13072.8653333333,161.666666666667,3.552,3.078,102.2845,9541.808,NA,38.89,35.6,0.49," "," ",17.2,0
"466","Nepal",1,0.0105780481143014,18386.0041,376.2,5.809,204.43,120.541888888889,2442.804,85.17,57.18,20.8,-0.13," "," ",4.1,0
"467","Nepal",3,0.00733750090359091,9020.53714285714,300,5.809,204.43,67.9915714285714,2442.804,NA,59.3957142857143,20.8,-0.13," "," ",4.1,0
"468","Nepal",4,0.00743948231505742,5785.19154545455,176.636363636364,5.809,204.43,60.38825,2442.804,0,40.0681818181818,20.8,-0.13," "," ",4.1,0
"469","Nepal",5,0.00748377230001666,4563.68,61.8333333333333,5.809,204.43,41.8048,2442.804,NA,35.65,20.8,-0.13," "," ",4.1,0
"470","Nepal",2,0.00916364007368282,14434.0645714286,766.142857142857,5.809,204.43,95.5474285714286,2442.804,NA,59.1866666666667,20.8,-0.13," "," ",4.1,0
"471","Netherlands",2,0.0119360970834511,93267.2104285714,12379.7142857143,18.779,508.544,393.6752,48472.545,NA,78.7,35.1,1.6,"NLD","Europe",20.4,0
"472","Netherlands",3,0.0142776207469654,53503.8205714286,5325.14285714286,18.779,508.544,408.571285714286,48472.545,0.45,78.7,35.1,1.6,"NLD","Europe",20.4,0
"473","Netherlands",5,0.0143066400291861,56860.3613333333,4084.66666666667,18.779,508.544,432.133666666667,48472.545,2.05,82.41,35.1,1.6,"NLD","Europe",20.4,0
"474","Netherlands",1,0.010400741010471,116772.1203,12845.9,18.779,508.544,833.6122,48472.545,171.42,78.7,35.1,1.6,"NLD","Europe",20.4,0
"475","Netherlands",4,0.01428609727493,55582.1298571429,4783.14285714286,18.779,508.544,423.457,48472.545,0.97,81.88,35.1,1.6,"NLD","Europe",20.4,0
"476","New Zealand",1,0.00751200854016859,1614.2973,37.3,15.322,18.206,549.345333333333,36085.843,160.174,33.1,54,1.62,"NZL","Oceania",30.8,0
"477","New Zealand",2,0.00900473966826116,1136.42042857143,20.2857142857143,15.322,18.206,489.13975,36085.843,165.325,22.22,54,1.62,"NZL","Oceania",30.8,0
"478","New Zealand",4,0.0109131166910507,447.206142857143,4.14285714285714,15.322,18.206,291.787333333333,36085.843,NA,22.22,54,1.62,"NZL","Oceania",30.8,0
"479","New Zealand",5,0.0108522649603577,449.706666666667,-0.333333333333333,15.322,18.206,297.871,36085.843,NA,22.22,54,1.62,"NZL","Oceania",30.8,0
"480","New Zealand",3,0.0110509364211535,441.628571428571,4.28571428571429,15.322,18.206,285.9415,36085.843,NA,22.22,54,1.62,"NZL","Oceania",30.8,0
"481","Nicaragua",2,0.0229630087604302,1401.18685714286,13.1428571428571,5.445,51.667,NA,5321.444,NA,8.33,43.1,-1.08,"NIC","North America",23.7,0
"482","Nicaragua",3,0.0271172122567967,921.207857142857,7.42857142857143,5.445,51.667,NA,5321.444,NA,8.33,43.1,-1.08,"NIC","North America",23.7,0
"483","Nicaragua",1,0.0198437509729688,1757.4955,9,5.445,51.667,NA,5321.444,NA,8.33,43.1,-1.08,"NIC","North America",23.7,0
"484","Nicaragua",5,0.027027027027027,932.952,0,5.445,51.667,NA,5321.444,NA,8.33,43.1,-1.08,"NIC","North America",23.7,0
"485","Nicaragua",4,0.0270568993973249,928.774285714286,7,5.445,51.667,NA,5321.444,NA,8.33,43.1,-1.08,"NIC","North America",23.7,0
"486","Niger",1,0.034217253167762,218.1943,36.2,2.553,16.955,NA,926,NA,31.48,32.2,-0.58,"NER","Africa",5.5,0
"487","Niger",3,0.0341136614025262,166.773142857143,29.8571428571429,2.553,16.955,NA,926,NA,31.48,32.2,-0.58,"NER","Africa",5.5,0
"488","Niger",2,0.033785589056455,204.518714285714,44.1428571428571,2.553,16.955,NA,926,7.08,31.48,32.2,-0.58,"NER","Africa",5.5,0
"489","Niger",5,0.0352761394567608,179.355,14.3333333333333,2.553,16.955,NA,926,NA,31.48,32.2,-0.58,"NER","Africa",5.5,0
"490","Niger",4,0.0347807150712552,174.225428571429,29.5714285714286,2.553,16.955,NA,926,NA,31.48,32.2,-0.58,"NER","Africa",5.5,0
"491","Nigeria",4,0.012334976845317,581.688,1481.28571428571,2.751,209.588,5.9075,5338.454,NA,58.33,37.8,-0.41,"NGA","Africa",8.9,0
"492","Nigeria",5,0.0121423330198256,615.691666666667,1406,2.751,209.588,6.161,5338.454,NA,58.33,37.8,-0.41,"NGA","Africa",8.9,0
"493","Nigeria",1,0.0134813422421046,790.7787,898.9,2.751,209.588,4.55,5338.454,NA,47.91625,37.8,-0.41,"NGA","Africa",8.9,0
"494","Nigeria",2,0.01311129798237,683.456142857143,1036.71428571429,2.751,209.588,5.03766666666667,5338.454,NA,58.33,37.8,-0.41,"NGA","Africa",8.9,0
"495","Nigeria",3,0.012953111937319,529.346857142857,1596.71428571429,2.751,209.588,5.54714285714286,5338.454,NA,58.33,37.8,-0.41,"NGA","Africa",8.9,0
"496","Norway",1,0.00596093328032769,41858.3661,2921.1,16.821,14.462,1106.8147,64800.057,89.964,58.056,64.6,1.73,"NOR","Europe",23.1,0
"497","Norway",2,0.00703350251864552,31219.724,2711.28571428571,16.821,14.462,551.5608,64800.057,31.4983333333333,61.11,64.6,1.73,"NOR","Europe",23.1,0
"498","Norway",3,0.00889912700279598,10819.1442857143,360.428571428571,16.821,14.462,570.925,64800.057,1.10571428571429,65.8757142857143,64.6,1.73,"NOR","Europe",23.1,0
"499","Norway",4,0.00894563004550608,11228.5077142857,288.142857142857,16.821,14.462,591.542285714286,64800.057,1.72142857142857,69.8414285714286,64.6,1.73,"NOR","Europe",23.1,0
"500","Norway",5,0.00898409735668608,11485.9606666667,230,16.821,14.462,607.215666666667,64800.057,2.42666666666667,73.15,64.6,1.73,"NOR","Europe",23.1,0
"501","Oman",1,0.0125293903251857,41669.5448,191,2.355,14.98,NA,37960.709,0.19,50.46,43.1,-1.03,"OMN","Asia",27,0
"502","Oman",2,0.0120415378228369,34783.552,334.571428571429,2.355,14.98,NA,37960.709,0.39,45.5233333333333,43.1,-1.03,"OMN","Asia",27,0
"503","Oman",4,0.0114305720351521,25489.2074285714,177.428571428571,2.355,14.98,NA,37960.709,0.656,45.37,43.1,-1.03,"OMN","Asia",27,0
"504","Oman",5,0.0114067188927751,25639.9946666667,199.333333333333,2.355,14.98,NA,37960.709,NA,45.37,43.1,-1.03,"OMN","Asia",27,0
"505","Oman",3,0.0114733045250055,25251.266,174.571428571429,2.355,14.98,NA,37960.709,0.516,44.1785714285714,43.1,-1.03,"OMN","Asia",27,0
"506","Pakistan",1,0.0217513006890706,3966.6233,1433.1,4.495,255.573,67.3367,5034.708,70.99,46.665,35.5,-0.8,"PAK","Asia",8.6,0
"507","Pakistan",2,0.0214356059247694,3274.867,2209,4.495,255.573,44.1581666666667,5034.708,72.67,64.35,35.5,-0.8,"PAK","Asia",8.6,0
"508","Pakistan",4,0.0212627924396446,2379.52357142857,1734.28571428571,4.495,255.573,34.1151428571429,5034.708,NA,57.87,35.5,-0.8,"PAK","Asia",8.6,0
"509","Pakistan",5,0.021391244072076,2419.265,1799,4.495,255.573,35.0356666666667,5034.708,NA,57.87,35.5,-0.8,"PAK","Asia",8.6,0
"510","Pakistan",3,0.0211341069235646,2322.44628571429,2079,4.495,255.573,32.8805714285714,5034.708,NA,61.4414285714286,35.5,-0.8,"PAK","Asia",8.6,0
"511","Palestine",1,0.0104314796937159,58549.0495,683.1,3.043,778.202,NA,4449.898,NA,48.4375,21.9,NA,"PSE","Asia",NA,0
"512","Palestine",2,0.0108492135431596,46254.3147142857,813.142857142857,3.043,778.202,NA,4449.898,NA,67.22,21.9,NA,"PSE","Asia",NA,0
