"","X","location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GDP","Vaccinationph","SI","GHSI","WGI","X...iso_code","continent","Obesity_rate","Vaccinationph2","vml","vml2","lw","TTs","TTs2","GDP2","PopulationDensity2","PopulationDensity22","GHSI2","WGI2","Age65Older2","Age65Older22","Obesity_rate2","Obesity_rate22","CFR2","CFR22","SI2","CFRprcnt"
"13647",13573,"Slovakia",103,0.011969001,236936.1926,6504.571429,15.07,113.128,8389.311,30155.152,110.87,62.96,47.9,0.88,"SVK","Europe",20.5,110.87,110.87,1.37604145589935,4.63472898822964,8389.311,5.23422635041263,0.62106735240595,113.128,-0.122972177285112,0.341976178944046,1.05072683604289,15.07,0.986470625303273,20.5,0.299075371368985,0.00011969001,-0.444073612077646,0.43062752455472,1.1969001
"13764",13686,"Slovenia",103,0.012283788,212279.4344,1266,19.062,102.619,964.23,31400.84,126.1771429,62.04,67.2,0.99,"SVN","Europe",20.2,126.1771429,126.1771429,1.64501164458223,4.63472898822964,964.23,0.219079792845496,0.686064709136657,102.619,-0.138348035534412,1.65608975542995,1.15972565150916,19.062,1.60816751579225,20.2,0.266327134013787,0.00012283788,-0.433957394128637,0.386546399471721,1.2283788
"13875",13787,"Somalia",103,0.057770651,1410.434,3.285714286,2.731,23.5,NA,NA,NA,41.67,16.6,-1.83,"SOM","Africa",8.3,7.02,7.02,-0.448763752832097,4.63472898822964,NA,NA,NA,23.5,-0.254108101080742,-1.7892028336989,-1.63460761771711,2.731,-0.93515210308937,8.3,-1.03268628107571,0.00057770651,1.02784064684736,-0.58946720698554,5.7770651
"13991",13994,"South Africa",103,0.028331507,53014.94543,23194.85714,5.344,46.754,338.0388571,12294.876,45.38833333,54.63,54.8,0.66,"ZAF","Africa",28.3,45.38833333,45.38833333,0.225427239088255,4.63472898822964,338.0388571,-0.20387052307617,-0.310843953218643,46.754,-0.22008486312002,0.811788804734343,0.832729205110341,5.344,-0.528214734640551,28.3,1.15052954260412,0.00028331507,0.081763467877902,0.0315016854880047,2.8331507
"14109",14111,"South Korea",103,0.00827227,10335.23243,6849.285714,13.914,527.967,801.7942857,35938.374,177.5042857,41.67,70.2,-2.2,"KOR","Asia",4.7,177.5042857,177.5042857,2.54690897275501,4.63472898822964,801.7942857,0.109365311158683,0.922823605486074,527.967,0.483984303853097,1.86035611446921,-2.00123999701276,13.914,0.806440163027408,4.7,-1.42566512933808,0.0000827227,-0.56287437734069,-0.58946720698554,0.827227
"14217",14215,"South Sudan",103,0.010293778,1135.250429,29.57142857,3.441,NA,NA,1569.888,2.34,52.78,21.7,-1.98," "," ",8.6,2.34,2.34,-0.530998595170693,4.63472898822964,NA,NA,-0.870451070705971,NA,NA,-1.44195002333215,-1.78324236608021,3.441,-0.824579760342083,8.6,-0.999938043720514,0.00010293778,-0.497909764717979,-0.0571397073419381,1.0293778
"14334",14323,"Spain",103,0.01656766,114273.6126,24845.5,19.436,93.105,1440.343857,34272.36,174.578,43.98,65.9,1.06,"ESP","Europe",23.8,174.578,174.578,2.49548960455476,4.63472898822964,1440.343857,0.540662920483237,0.83589452992594,93.105,-0.152268095995335,1.5675743331796,1.22908853407861,19.436,1.66641266535208,23.8,0.659305982276157,0.0001656766,-0.296287849904584,-0.478785251614098,1.656766
"14452",14455,"Sri Lanka",103,0.02548079,26721.28157,1007.428571,10.069,341.955,302.4897143,11669.077,145.1483333,55.56,33.9,0.01,"LKA","Asia",5.2,145.1483333,145.1483333,1.97836481798383,4.63472898822964,302.4897143,-0.227881595970578,-0.343496817214058,341.955,0.211827662434425,-0.611266829905832,0.18864529553691,10.069,0.207636419557944,5.2,-1.37108473374609,0.0002548079,-0.00984919237472915,0.0760619532349488,2.548079
"14563",14479,"Sudan",103,0.072096719,998.2012857,100.8571429,3.548,23.258,NA,4466.507,NA,22.22,26.2,-1.84,"SDN","Africa",8.6,7.3,7.3,-0.443843719529788,4.63472898822964,NA,NA,-0.719311637351917,23.258,-0.254462174512689,-1.13555048477326,-1.64451660094132,3.548,-0.807916041082985,8.6,-0.999938043720514,0.00072096719,1.48823331312749,-1.5213996883598,7.2096719
"14680",14601,"Sweden",103,0.012309696,121553.8487,2957.142857,19.985,24.718,1400.769,46949.283,165.71,19.44,72.1,1.61,"SWE","Europe",20.6,165.71,165.71,2.33966512125162,4.63472898822964,1400.769,0.513932746381464,1.49734947408427,24.718,-0.252326029014166,1.98972480852741,1.77408261140997,19.985,1.75191156136372,20.6,0.309991450487384,0.00012309696,-0.433124796293837,-1.65460134893669,1.2309696
"14794",14718,"Switzerland",103,0.010411146,130066.3101,9141.285714,18.436,214.243,1524.746143,57410.166,146.6028571,50,67,1.62,"CHE","Europe",15.6,146.6028571,146.6028571,2.00392305203741,4.63472898822964,1524.746143,0.597671030439707,2.04317615305139,214.243,0.0249705296211577,1.64247199816067,1.78399159463418,18.436,1.51067697134182,15.6,-0.235812505432574,0.00010411146,-0.494137943555608,-0.190341367918825,1.0411146
"14904",14832,"Syria",103,0.057121707,2699.251143,79.57142857,NA,NA,NA,NA,8.47,37.96,19.9,-1.96,"SYR","Asia",NA,8.47,8.47,-0.423285008945139,4.63472898822964,NA,NA,NA,NA,NA,-1.56450983875571,-1.7634243996318,NA,NA,NA,NA,0.00057121707,1.00698572291244,-0.767229135309371,5.7121707
"15023",14942,"Taiwan",103,0.050659935,701.937,9.571428571,NA,NA,196.5342857,NA,140.94,20.37,NA,0.98,"TWN","Asia",NA,140.94,140.94,1.90441788947234,4.63472898822964,196.5342857,-0.299447414983036,NA,NA,NA,NA,1.14981666828495,NA,NA,NA,NA,0.00050659935,0.799325642004389,-1.61004108118975,5.0659935
"15127",15060,"Tajikistan",103,0.007145715,1794.223,0,3.466,64.281,NA,2896.913,NA,29.63,32.3,-1.69," "," ",14.2,58.58,58.58,0.457225236693118,4.63472898822964,NA,NA,-0.801209721896665,64.281,-0.194440875344258,-0.720208888060104,-1.49588185257822,3.466,-0.820686367991827,14.2,-0.388637613090162,0.00007145715,-0.599078146592742,-1.16635497437609,0.7145715
"15238",15165,"Tanzania",103,0.027846825,428.6075714,24.85714286,3.108,64.699,NA,2683.304,NA,8.33,36.4,-0.36,"TZA","Africa",8.4,2.76,2.76,-0.523618545217229,4.63472898822964,NA,NA,-0.812355386279632,64.699,-0.193829293961804,-0.441044864039782,-0.177987083758736,3.108,-0.876439746447501,8.4,-1.02177020195731,0.00027846825,0.0661873838974277,-2.18692884858029,2.7846825
"15359",15277,"Thailand",103,0.009762557,31045.21114,3624.714286,11.373,135.132,243.7791429,16277.671,140.9414286,42,73.2,-1.01,"THA","Asia",10,140.9414286,140.9414286,1.90444299218511,4.63472898822964,243.7791429,-0.267536667753567,-0.103030160840233,135.132,-0.090777831018331,2.06462247350847,-0.822070993332168,11.373,0.410715764547328,10,-0.847112936062926,0.00009762557,-0.514981458959134,-0.573655499075334,0.9762557
"15469",15396,"Timor",103,0.006152472,14755.41186,0.142857143,3.556,87.176,NA,6570.102,NA,40.74,26,0.34," "," ",3.8,84.98,84.98,0.92111409091084,4.63472898822964,NA,NA,-0.609550513674133,87.176,-0.160942895078036,-1.14916824204255,0.515641741935729,3.556,-0.806670155530903,3.8,-1.52390984140367,0.00006152472,-0.63099770700765,-0.634027474732484,0.6152472
"15581",15509,"Togo",103,0.009205775,3115.268571,15.57142857,2.839,143.366,69.97385714,1429.813,25.47,32.41,32.5,-0.74,"TGO","Africa",8.4,25.47,25.47,-0.12456870130494,4.63472898822964,69.97385714,-0.384930535990996,-0.877759886993881,143.366,-0.0787305556520033,-0.70659113079082,-0.554528446278589,2.839,-0.918332648136262,8.4,-1.02177020195731,0.00009205775,-0.53287459959736,-1.0331533137992,0.9205775
"15692",15604,"Trinidad and Tobago",103,0.029926676,57824.92771,684.4285714,10.014,266.886,339.3345714,28763.071,96.29428571,52.78,36.6,0.57,"TTO","North America",18.6,96.29428571,96.29428571,1.11992359978598,4.63472898822964,339.3345714,-0.202995354561344,0.548431519552908,266.886,0.101993205976464,-0.427427106770498,0.743548356092481,10.014,0.199070956387379,18.6,0.091669868119401,0.00029926676,0.133026948483844,-0.0571397073419381,2.9926676
"15804",15811,"Tunisia",103,0.035338087,60303.962,216,8.001,74.228,NA,10849.297,92.65428571,16.67,33.7,0.21,"TUN","Africa",26.9,92.65428571,92.65428571,1.05596316685597,4.63472898822964,NA,NA,-0.386271198199264,74.228,-0.179887286800554,-0.624884587175116,0.386824960021042,8.001,-0.114424995655281,26.9,0.99770443494653,0.00035338087,0.306931884480771,-1.78732386684963,3.5338087
"15915",15923,"Turkey",103,0.008755129,106540.6271,19145.28571,8.153,104.914,1323.545,25129.341,143.2828571,51.45285714,52.4,-0.83,"TUR","Asia",32.1,143.2828571,143.2828571,1.94558551431003,4.63472898822964,1323.545,0.46177308943475,0.358831198226001,104.914,-0.134990190384337,0.648375717502936,-0.643709295296448,8.153,-0.0907531701657209,32.1,1.56534054910329,0.00008755129,-0.547356878579176,-0.120728783879621,0.8755129
"16025",15940,"Uganda",103,0.025510843,2718.678143,72.28571429,2.168,213.759,43.204,1697.707,NA,73.15,44.3,-0.67," "," ",5.3,16.58,16.58,-0.280779758653256,4.63472898822964,43.204,-0.403011787479328,-0.863781746493197,213.759,0.0242623827572638,0.0968565480969348,-0.485165563709142,2.168,-1.02283129881715,5.3,-1.36016865462769,0.00025510843,-0.00888338788464039,0.918873899115323,2.5510843
"16138",16051,"Ukraine",103,0.025936833,86053.815,8380.285714,16.462,77.39,375.3962857,7894.393,61.55857143,58.99857143,38,-0.01,"UKR","Europe",24.1,61.55857143,61.55857143,0.509563346082071,4.63472898822964,375.3962857,-0.178638073835165,-0.540451819183807,77.39,-0.175260922371561,-0.33210280588551,0.168827329088496,16.462,1.20325471136556,24.1,0.692054219631354,0.00025936833,0.00480652842098314,0.240818580748704,2.5936833
"16255",16165,"United Arab Emirates",103,0.002895263,74360.07829,112.1428571,1.144,112.442,10541.39686,67293.483,221.616,51.85,46.7,-1.11,"ARE","Asia",31.7,221.616,221.616,3.32202005624768,4.63472898822964,10541.39686,6.68781668732181,2.55886666362199,112.442,-0.123975873046747,0.260269635328343,-0.921160825574235,1.144,-1.18230464948366,31.7,1.52167623262969,0.00002895263,-0.735673682030359,-0.101699975088882,0.2895263
"16372",16281,"United Kingdom",103,0.013444948,159951.981,62596.14286,18.517,272.898,5355.457,39753.244,179.4514286,47.28857143,77.9,1.38,"GBR","Europe",27.8,179.4514286,179.4514286,2.5811232867277,4.63472898822964,5355.457,3.1850604969679,1.12187542766889,272.898,0.110789443467642,2.38463976933664,1.54617599725322,18.517,1.52329156255665,27.8,1.09594914701212,0.00013444948,-0.396641534090988,-0.320257478731636,1.3444948
"16490",16398,"United States",103,0.015909011,150687.3703,121851.2857,15.413,35.608,2080.235714,54225.446,148.8557143,50.46,83.5,1.04,"USA","North America",36.2,148.8557143,148.8557143,2.0435092393565,4.63472898822964,2080.235714,0.972867154194464,1.877004220812,35.608,-0.236392724576553,2.76593697287659,1.20927056763019,15.413,1.03988796834879,36.2,2.01289979295765,0.00015909011,-0.317454660592118,-0.168300805377326,1.5909011
"16601",16512,"Uruguay",103,0.015256791,115567.9457,240.7142857,14.655,19.751,1210.019286,20551.409,197.3928571,28.7,41.3,1.21,"URY","South America",27.9,197.3928571,197.3928571,2.89638194998127,4.63472898822964,1210.019286,0.38509404798558,0.119964419953335,19.751,-0.25959331304921,-0.107409810942325,1.37772328244171,14.655,0.921840312289013,27.9,1.10686522613052,0.00015256791,-0.338414864382943,-1.21091524212303,1.5256791
"16712",16623,"Uzbekistan",103,0.007347236,5773.066429,203.4285714,4.469,76.134,NA,6253.104,106.698,44.44,34.3,-1.62,"UZB","Asia",16.6,106.698,106.698,1.30273295969495,4.63472898822964,NA,NA,-0.626090796705615,76.134,-0.177098592745633,-0.584031315367264,-1.42651897000877,4.469,-0.664483466899532,16.6,-0.126651714248582,0.00007347236,-0.592601925029265,-0.456744689072599,0.7347236
"16823",16734,"Venezuela",103,0.011949205,15282.75157,476.1428571,6.614,36.253,NA,16745.022,NA,28.7,23,-1.41,"VEN","South America",25.6,91.67,91.67,1.03866774374101,4.63472898822964,NA,NA,-0.0786447772887719,36.253,-0.235449016462479,-1.35343460108181,-1.21843032230043,6.614,-0.330430403247517,25.6,0.855795406407342,0.00011949205,-0.44470979035222,-1.21091524212303,1.1949205
"16941",16846,"Vietnam",103,0.019641516,14578.70971,17972,7.15,308.127,728.2808333,6171.884,136.07,68.52,49.1,-1.45," "," ",2.1,136.07,136.07,1.81884445310718,4.63472898822964,728.2808333,0.059711881419838,-0.630328683972465,308.127,0.162333463856318,0.42368272255975,-1.25806625519726,7.15,-0.246956071258015,2.1,-1.70948318641646,0.00019641516,-0.197504236731648,0.697030845708493,1.9641516
"17048",16963,"Yemen",103,0.195611338,330.3215714,5.571428571,2.922,53.508,NA,1479.147,NA,26.85,18.5,-1.75," "," ",17.1,1.79,1.79,-0.540662946300229,4.63472898822964,NA,NA,-0.875185743551098,53.508,-0.210202995519319,-1.6598341396407,-1.55533575192346,2.922,-0.90540658553341,17.1,-0.0720713186565862,0.00195611338,5.45758657642237,-1.29955663495297,19.5611338
"17158",17070,"Zambia",103,0.017346599,11182.90971,368.1428571,2.48,22.995,147.1561429,3689.251,6.78,37.96,28.7,-0.32,"ZMB","Africa",NA,6.78,6.78,-0.452980924234076,4.63472898822964,147.1561429,-0.332799054228787,-0.759867206244836,22.995,-0.254846973325094,-0.965328518907215,-0.13835115086191,2.48,-0.974241762285946,NA,NA,0.00017346599,-0.271255314593459,-0.767229135309371,1.7346599
"17268",17180,"Zimbabwe",103,0.028014714,11234.37714,3748.571429,2.822,42.729,104.9282857,1899.775,46.14714286,63.89,38.2,-1.13,"ZWE","Africa",15.5,46.14714286,46.14714286,0.238760696794361,4.63472898822964,104.9282857,-0.361321152865827,-0.853238267002457,42.729,-0.22597389437451,-0.318485048616226,-0.940978792022648,2.822,-0.920980154934436,15.5,-0.246728584550973,0.00028014714,0.0715827836923403,0.475187792301664,2.8014714
