"Location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GHSI","GDP","WGI","Obesity","Vaccinationph","covid_week"
"Lithuania",77,0.0156333480632699,102054.325285714,136.428571428571,19.002,45.135,1378.74057142857,55,29524.265,0.92,26.3,72.8614285714286,70
"Lithuania",78,0.0156874174086676,102274.675428571,59,19.002,45.135,1404.44216666667,55,29524.265,0.92,26.3,77.9,70
"Lithuania",79,0.0157177615565674,102372.168666667,29.8333333333333,19.002,45.135,NA,55,29524.265,0.92,26.3,82.13,70
"Mauritius",78,0.0101180438448567,1398.841,0,10.945,622.962,NA,34.9,20292.745,0.76,10.8,55.59,71
"Mongolia",71,0.00326767461774998,12836.8676666667,935,4.031,1.98,837.332,49.5,11840.846,0.26,20.6,54.5433333333333,68
"Mongolia",72,0.00387957940160727,13999.4502857143,621,4.031,1.98,849.870428571429,49.5,11840.846,0.26,20.6,68.66,68
"Mongolia",73,0.0044555116644817,15138.8065714286,528.428571428571,4.031,1.98,864.884285714286,49.5,11840.846,0.26,20.6,74.7928571428571,68
"Mongolia",74,0.0047243615004507,16409.5901428571,657.857142857143,4.031,1.98,881.001428571429,49.5,11840.846,0.26,20.6,81.9071428571429,68
"Mongolia",75,0.00474493289744518,18093.8225,1122.16666666667,4.031,1.98,897.735333333333,49.5,11840.846,0.26,20.6,96.5866666666667,68
"Mongolia",76,0.00473994197515934,20351.0953333333,1097.5,4.031,1.98,914.81,49.5,11840.846,0.26,20.6,104.54,68
"Mongolia",77,0.00472049535807508,24000.0483333333,2565.33333333333,4.031,1.98,936.141666666667,49.5,11840.846,0.26,20.6,108.328333333333,68
"Mongolia",78,0.004675241412939,29388.8555,2403.5,4.031,1.98,958.948,49.5,11840.846,0.26,20.6,110.4725,68
"Mongolia",79,0.0047858987150679,33992.54875,1604.75,4.031,1.98,NA,49.5,11840.846,0.26,20.6,113.19,68
"Morocco",79,0.0175159764834721,14353.691,509.75,6.769,80.08,NA,43.7,7485.013,-0.66,26.1,50.9475,69
"Netherlands",74,0.010776009362554,96492.982,3435,18.779,508.544,570.181,35.1,48472.545,1.6,20.4,50.1,70
"Netherlands",75,0.0106855341931123,97736.003,2727,18.779,508.544,580.596,35.1,48472.545,1.6,20.4,55.92,70
"Netherlands",76,0.0106206458398527,98657.341,1556,18.779,508.544,590.454,35.1,48472.545,1.6,20.4,62.72,70
"Netherlands",77,0.0105801465658193,99228.048,1047,18.779,508.544,599.099,35.1,48472.545,1.6,20.4,72.41,70
"Netherlands",78,0.0105513207169062,99598.696,706,18.779,508.544,604.545,35.1,48472.545,1.6,20.4,80.74,70
"Netherlands",79,0.0105300689328032,99905.03,573,18.779,508.544,NA,35.1,48472.545,1.6,20.4,89.885,70
"Norway",75,0.00622944580805694,23224.875,367.333333333333,16.821,14.462,1058.29133333333,64.6,64800.057,1.73,23.1,52.5666666666667,70
"Norway",76,0.00618447436894061,23439.2518571429,208.285714285714,16.821,14.462,1072.40585714286,64.6,64800.057,1.73,23.1,57.1257142857143,70
"Norway",77,0.00615082622302206,23670.3534285714,174.571428571429,16.821,14.462,1091.89928571429,64.6,64800.057,1.73,23.1,62.8471428571429,70
"Norway",78,0.00610027397758649,23905.3812857143,196,16.821,14.462,1111.66785714286,64.6,64800.057,1.73,23.1,68.7714285714286,70
"Norway",79,0.00605979987386744,24118.643,174.333333333333,16.821,14.462,1124.1745,64.6,64800.057,1.73,23.1,74.82,70
"Poland",74,0.0255919533100181,75823.234,1202,16.763,124.027,407.002,55.4,27216.445,0.72,23.1,50.67,69
"Poland",75,0.0256947678514571,75895.413,634.285714285714,16.763,124.027,412.454142857143,55.4,27216.445,0.72,23.1,53.7371428571429,69
"Poland",76,0.0258151287054135,75977.315,367.857142857143,16.763,124.027,421.216857142857,55.4,27216.445,0.72,23.1,59.5871428571429,69
"Poland",77,0.0259269462041869,76033.5218333333,233,16.763,124.027,430.395333333333,55.4,27216.445,0.72,23.1,65.585,69
"Poland",78,0.0259985652300442,76067.4571428571,151.428571428571,16.763,124.027,439.476571428571,55.4,27216.445,0.72,23.1,70.9471428571429,69
"Poland",79,0.0260412472114458,76089.356,88.4,16.763,124.027,NA,55.4,27216.445,0.72,23.1,75.85,69
"Portugal",74,0.0201183609220913,82967.354,439,21.502,112.371,1133.0242,60.3,27936.896,1.2,20.8,51.794,69
"Portugal",75,0.0200481464193248,83281.7748571429,575,21.502,112.371,1160.97128571429,60.3,27936.896,1.2,20.8,56.6057142857143,69
"Portugal",76,0.0199653443433601,83679.1301428571,628.714285714286,21.502,112.371,1191.85771428571,60.3,27936.896,1.2,20.8,62.2457142857143,69
"Portugal",77,0.0198600395418944,84190.7377142857,885.142857142857,21.502,112.371,1220.98271428571,60.3,27936.896,1.2,20.8,68.2642857142857,69
"Portugal",78,0.0197077804239851,84942.255,1178.71428571429,21.502,112.371,1257.78714285714,60.3,27936.896,1.2,20.8,74.95,69
"Portugal",79,0.019523392629311,85832.9718333333,1613,21.502,112.371,1283.926,60.3,27936.896,1.2,20.8,81.5733333333333,69
"Qatar",70,0.0021733539779709,70787.141,693.75,1.307,227.322,656.57725,41.2,116935.6,-1.2,35.1,51.5075,70
"Qatar",71,0.00229831603971433,72050.5151428571,642,1.307,227.322,665.806285714286,41.2,116935.6,-1.2,35.1,56.9214285714286,70
"Qatar",72,0.00241651212225583,73352.6152857143,421.857142857143,1.307,227.322,676.669428571429,41.2,116935.6,-1.2,35.1,64.1642857142857,70
"Qatar",73,0.00249203777530374,74116.0742857143,291.428571428571,1.307,227.322,685.281428571429,41.2,116935.6,-1.2,35.1,72.0914285714286,70
"Qatar",74,0.00253628327859239,74925.3168333333,315,1.307,227.322,694.193333333333,41.2,116935.6,-1.2,35.1,81.37,70
"Qatar",75,0.0025626052751896,75481.3455714286,199.571428571429,1.307,227.322,702.701142857143,41.2,116935.6,-1.2,35.1,88.3828571428571,70
"Qatar",76,0.00260259074595717,75941.3945714286,171.571428571429,1.307,227.322,712.796428571429,41.2,116935.6,-1.2,35.1,93.5771428571429,70
"Qatar",77,0.00262789202822191,76323.6942857143,149.142857142857,1.307,227.322,723.862428571429,41.2,116935.6,-1.2,35.1,97.6485714285714,70
"Qatar",78,0.0026423909158164,76693.102,150.428571428571,1.307,227.322,736.305571428571,41.2,116935.6,-1.2,35.1,100.76,70
"Qatar",79,0.00265297663391829,76972.885,115.5,1.307,227.322,745.6755,41.2,116935.6,-1.2,35.1,106.261666666667,70
"Saudi Arabia",79,0.016061098909874,13947.9953333333,961.666666666667,3.295,15.322,NA,49.3,49045.411,-1.64,35.4,50.7833333333333,69
"Serbia",70,0.00920201126342507,100804.956,2138,17.366,80.291,560.583,52.3,14048.881,NA,21.5,50.12,69
"Serbia",71,0.00927232270955657,101858.3322,1348.8,17.366,80.291,567.7748,52.3,14048.881,NA,21.5,52.832,69
"Serbia",72,0.00936044170170632,102938.2788,1026.2,17.366,80.291,577.888,52.3,14048.881,NA,21.5,56.092,69
"Serbia",73,0.00946870352821041,103912.9436,628.6,17.366,80.291,590.8276,52.3,14048.881,NA,21.5,60.106,69
"Serbia",74,0.00955626077840098,104391.0324,354.6,17.366,80.291,600.802,52.3,14048.881,NA,21.5,63.538,69
"Serbia",75,0.00964496220598356,104753.708333333,227.666666666667,17.366,80.291,612.547333333333,52.3,14048.881,NA,21.5,68.2933333333333,69
"Serbia",76,0.00969803435135669,104915.413,171.5,17.366,80.291,620.562,52.3,14048.881,NA,21.5,70.93,69
"Serbia",77,0.0097490134063174,105090.3685,127,17.366,80.291,630.401,52.3,14048.881,NA,21.5,73.675,69
