"","X","location","Weeks","CFR","TotalCasepm","NewCases","Age65Older","PopulationDensity","TotalTestpt","GDP","Vaccinationph","GHSI","WGI","ï..iso_code","continent","Obesity_rate","Vaccinationph2"
"8811",7582,"Netherlands",65,0.013428159,71330.17,7233.857143,18.779,508.544,442.188,48472.545,12.68,35.1,1.6,"NLD","Europe",20.4,12.68
"8887",5145,"Israel",17,0.013270506,1731.378286,182.5714286,11.733,402.606,37.49157143,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"8989",7583,"Netherlands",66,0.013015325,74428.89614,7777.857143,18.779,508.544,458.704,48472.545,14.41,35.1,1.6,"NLD","Europe",20.4,14.41
"9034",2100,"Chile",17,0.012905145,736.8841429,620.5714286,11.087,24.282,7.331,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"9096",11695,"Uruguay",70,0.012742736,53817.45171,2834.714286,14.655,19.751,503.3103333,20551.409,48.89428571,41.3,1.21,"URY","South America",27.9,48.89428571
"9146",7584,"Netherlands",67,0.012641632,77416.41829,6986.714286,18.779,508.544,474.448,48472.545,17.04,35.1,1.6,"NLD","Europe",20.4,17.04
"9278",2877,"Denmark",46,0.012322286,10606.65929,1085,19.677,136.52,1081.307143,46682.515,NA,70.4,1.61,"DNK","Europe",19.7,0
"9282",7585,"Netherlands",68,0.01230723,80388.29314,7485.571429,18.779,508.544,489.238,48472.545,20.78,35.1,1.6,"NLD","Europe",20.4,20.78
"9310",11639,"Uruguay",14,0.012166097,112.7232857,12.28571429,14.655,19.751,1.424,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"9325",5144,"Israel",16,0.012101288,1539.158429,293.2857143,11.733,402.606,27.59485714,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"9339",2114,"Chile",18,0.01203358,1076.851286,1250,11.087,24.282,9.901285714,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"9362",7586,"Netherlands",69,0.011949548,83599.96986,8331.428571,18.779,508.544,503.444,48472.545,25.48,35.1,1.6,"NLD","Europe",20.4,25.48
"9367",1856,"Canada",12,0.011929133,46.19942857,379,16.984,4.037,1.592142857,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"9388",2099,"Chile",16,0.01184689,537.4368571,477.7142857,11.087,24.282,5.242714286,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"9414",11694,"Uruguay",69,0.011750883,48022.70557,2770.285714,14.655,19.751,473.8635,20551.409,41.30571429,41.3,1.21,"URY","South America",27.9,41.30571429
"9416",7954,"Norway",45,0.011745133,4438.882571,561.5714286,16.821,14.462,327.3591429,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"9424",11674,"Uruguay",49,0.011723501,2008.110857,254.5714286,14.655,19.751,132.2448571,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"9425",11385,"United Arab Emirates",12,0.011719006,16.37171429,21.42857143,1.144,112.442,13.4865,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"9456",7587,"Netherlands",70,0.011596272,86898.97614,7773.142857,18.779,508.544,518.797,48472.545,29.29,35.1,1.6,"NLD","Europe",20.4,29.29
"9461",5155,"Israel",27,0.011585092,3346.030429,1033.285714,11.733,402.606,123.8625714,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"9465",7923,"Norway",14,0.011569573,1008.066,206.4285714,16.821,14.462,2.238428571,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"9556",7588,"Netherlands",71,0.011309602,89880.07657,7169.571429,18.779,508.544,532.389,48472.545,33.29,35.1,1.6,"NLD","Europe",20.4,33.29
"9590",2844,"Denmark",61,0.011213049,35913.56986,516.7142857,19.677,136.52,2769.992429,46682.515,8.56,70.4,1.61,"DNK","Europe",19.7,8.56
"9594",2830,"Denmark",60,0.011195596,35354.33529,385.8571429,19.677,136.52,2619.586571,46682.515,7.017142857,70.4,1.61,"DNK","Europe",19.7,7.017142857
"9598",2882,"Denmark",47,0.011183018,12033.70671,1210.285714,19.677,136.52,1167.983,46682.515,NA,70.4,1.61,"DNK","Europe",19.7,0
"9609",2832,"Denmark",62,0.011133356,36541.514,519.5714286,19.677,136.52,2942.823286,46682.515,10.66857143,70.4,1.61,"DNK","Europe",19.7,10.66857143
"9612",1858,"Canada",10,0.011116601,1.748714286,7.857142857,16.984,4.037,0.0552,44017.591,NA,75.3,1.52,"CAN","North America",29.4,0
"9627",7589,"Netherlands",72,0.01106231,92723.195,6478.142857,18.779,508.544,546.726,48472.545,38.2,35.1,1.6,"NLD","Europe",20.4,38.2
"9645",2828,"Denmark",59,0.0110088,34873.29571,433.1428571,19.677,136.52,2476.369286,46682.515,5.735714286,70.4,1.61,"DNK","Europe",19.7,5.735714286
"9648",2820,"Denmark",63,0.010999336,37240.72343,763.4285714,19.677,136.52,3125.727571,46682.515,12.79428571,70.4,1.61,"DNK","Europe",19.7,12.79428571
"9653",11685,"Uruguay",60,0.010986547,14151.50386,499.7142857,14.655,19.751,269.298,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"9690",11684,"Uruguay",59,0.010901111,13127.56857,492.8571429,14.655,19.751,259.3726667,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"9692",11468,"United Kingdom",11,0.010896604,40.26814286,510.4285714,18.517,272.898,NA,39753.244,NA,77.9,1.38,"GBR","Europe",27.8,0
"9696",7590,"Netherlands",73,0.010883514,94865.92386,4558.714286,18.779,508.544,558.757,48472.545,44.08,35.1,1.6,"NLD","Europe",20.4,44.08
"9706",11686,"Uruguay",61,0.010859733,15338.82686,706.1428571,14.655,19.751,279.0084,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"9733",2821,"Denmark",64,0.01078642,38175.52543,679.4285714,19.677,136.52,3317.238429,46682.515,14.54285714,70.4,1.61,"DNK","Europe",19.7,14.54285714
"9743",7591,"Netherlands",74,0.010767165,96420.64,3156.857143,18.779,508.544,569.848,48472.545,50.09,35.1,1.6,"NLD","Europe",20.4,50.09
"9766",2827,"Denmark",58,0.010719691,34341.28929,446.8571429,19.677,136.52,2336.062429,46682.515,4.621428571,70.4,1.61,"DNK","Europe",19.7,4.621428571
"9783",7592,"Netherlands",75,0.010677188,97636.63686,2809.428571,18.779,508.544,580.34,48472.545,55.97,35.1,1.6,"NLD","Europe",20.4,55.97
"9805",2134,"Chile",23,0.01062229,8178.729714,6116.714286,11.087,24.282,35.39014286,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"9807",2863,"Denmark",65,0.010618552,38928.87143,347,19.677,136.52,3517.165857,46682.515,16.37142857,70.4,1.61,"DNK","Europe",19.7,16.37142857
"9808",7593,"Netherlands",76,0.010616677,98517.85757,1747.857143,18.779,508.544,590.312,48472.545,62.87,35.1,1.6,"NLD","Europe",20.4,62.87
"9812",11683,"Uruguay",58,0.010594063,12102.854,559.5714286,14.655,19.751,245.108,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"9817",7594,"Netherlands",77,0.010576507,99061.04943,1099.428571,18.779,508.544,599.054,48472.545,72.55,35.1,1.6,"NLD","Europe",20.4,72.55
"9824",7555,"Netherlands",78,0.01054928,99412.85386,708,18.779,508.544,606.373,48472.545,80.82,35.1,1.6,"NLD","Europe",20.4,80.82
"9827",7556,"Netherlands",79,0.010531476,99668.58614,616.4285714,18.779,508.544,613.311,48472.545,89.16,35.1,1.6,"NLD","Europe",20.4,89.16
"9830",2864,"Denmark",66,0.010528734,39490.73543,774.4285714,19.677,136.52,3717.119857,46682.515,18.36,70.4,1.61,"DNK","Europe",19.7,18.36
"9837",7597,"Netherlands",80,0.010489016,100156.8749,2304.285714,18.779,508.544,622.353,48472.545,97.67,35.1,1.6,"NLD","Europe",20.4,97.67
"9838",2879,"Denmark",48,0.010483749,13517.98729,1275.857143,19.677,136.52,1255.892286,46682.515,NA,70.4,1.61,"DNK","Europe",19.7,0
"9845",11687,"Uruguay",62,0.010460295,16833.74,750,14.655,19.751,293.8898571,20551.409,0.813333333,41.3,1.21,"URY","South America",27.9,0.813333333
"9857",11392,"United Arab Emirates",19,0.010424551,1757.638714,638.4285714,1.144,112.442,141.4407143,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"9860",11693,"Uruguay",68,0.010419718,42185.45271,3691.714286,14.655,19.751,443.9738571,20551.409,32.05857143,41.3,1.21,"URY","South America",27.9,32.05857143
"9861",7955,"Norway",46,0.010412044,5150.916714,603.8571429,16.821,14.462,354.779,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"9873",2865,"Denmark",67,0.010369064,40339.65071,626.1428571,19.677,136.52,3909.052,46682.515,20.40714286,70.4,1.61,"DNK","Europe",19.7,20.40714286
"9901",2826,"Denmark",57,0.010252019,33700.98457,706.4285714,19.677,136.52,2200.836286,46682.515,3.491428571,70.4,1.61,"DNK","Europe",19.7,3.491428571
"9906",7598,"Netherlands",81,0.010229205,102773.0354,9207.428571,18.779,508.544,640.735,48472.545,104.19,35.1,1.6,"NLD","Europe",20.4,104.19
"9907",2885,"Denmark",68,0.010225393,41115.60514,669,19.677,136.52,4123.301714,46682.515,23.84142857,70.4,1.61,"DNK","Europe",19.7,23.84142857
"9919",11682,"Uruguay",57,0.01019358,10932.33714,699.2857143,14.655,19.751,231.7422857,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"9920",11688,"Uruguay",63,0.010191156,18576.93114,967.4285714,14.655,19.751,306.91775,20551.409,3.11,41.3,1.21,"URY","South America",27.9,3.11
"9951",2889,"Denmark",69,0.010080507,41979.90357,776,19.677,136.52,4337.471143,46682.515,27.57571429,70.4,1.61,"DNK","Europe",19.7,27.57571429
"9976",11675,"Uruguay",50,0.009968491,2655.141286,373.1428571,14.655,19.751,143.763,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"9983",2884,"Denmark",70,0.009949933,42846.75771,684.7142857,19.677,136.52,4555.251429,46682.515,31.54857143,70.4,1.61,"DNK","Europe",19.7,31.54857143
"10001",11689,"Uruguay",64,0.009875189,20883.86057,1299.857143,14.655,19.751,332.107,20551.409,6.272857143,41.3,1.21,"URY","South America",27.9,6.272857143
"10010",2102,"Chile",15,0.009855274,371.3308571,435.1428571,11.087,24.282,3.570857143,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"10011",7599,"Netherlands",82,0.009854874,106755.611,8833.428571,18.779,508.544,664.698,48472.545,109.93,35.1,1.6,"NLD","Europe",20.4,109.93
"10024",5156,"Israel",28,0.009819739,4349.387714,1427.285714,11.733,402.606,144.2685714,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10025",2887,"Denmark",49,0.009809623,15383.61014,1837.428571,19.677,136.52,1349.981143,46682.515,NA,70.4,1.61,"DNK","Europe",19.7,0
"10027",2888,"Denmark",71,0.009797516,43729.85557,847.5714286,19.677,136.52,4762.851857,46682.515,35.95857143,70.4,1.61,"DNK","Europe",19.7,35.95857143
"10029",2115,"Chile",19,0.009788361,1634.067,1702.285714,11.087,24.282,13.57371429,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"10032",11679,"Uruguay",54,0.009776858,6199.196857,669.7142857,14.655,19.751,189.7643333,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"10051",11680,"Uruguay",55,0.009708757,7735.264143,883.1428571,14.655,19.751,203.7783333,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"10063",11681,"Uruguay",56,0.009672343,9451.852571,714.7142857,14.655,19.751,217.7381667,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"10071",11690,"Uruguay",65,0.009647024,24076.34286,1806,14.655,19.751,359.6695,20551.409,10.52,41.3,1.21,"URY","South America",27.9,10.52
"10073",7596,"Netherlands",83,0.009641768,109249.0047,4678.428571,18.779,508.544,684.272,48472.545,114.21,35.1,1.6,"NLD","Europe",20.4,114.21
"10099",2881,"Denmark",72,0.009577722,44877.69114,1004.714286,19.677,136.52,4989.996286,46682.515,41.61571429,70.4,1.61,"DNK","Europe",19.7,41.61571429
"10110",2848,"Denmark",12,0.009549803,243.3335714,99,19.677,136.52,2.197571429,46682.515,NA,70.4,1.61,"DNK","Europe",19.7,0
"10112",11393,"United Arab Emirates",20,0.009540452,2266.864143,771.7142857,1.144,112.442,166.9987143,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"10113",11692,"Uruguay",67,0.009538092,34591.39957,3209.857143,14.655,19.751,419.678,20551.409,24.55,41.3,1.21,"URY","South America",27.9,24.55
"10115",7601,"Netherlands",84,0.009536669,110650.4661,2854.857143,18.779,508.544,700.337,48472.545,118.35,35.1,1.6,"NLD","Europe",20.4,118.35
"10127",2816,"Denmark",56,0.009499612,32773.35814,1015.857143,19.677,136.52,2069.529286,46682.515,2.904285714,70.4,1.61,"DNK","Europe",19.7,2.904285714
"10128",7956,"Norway",47,0.009498793,5913.369571,514.7142857,16.821,14.462,378.3847143,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"10139",7602,"Netherlands",85,0.009467455,111763.2284,2584.714286,18.779,508.544,711.708,48472.545,122.72,35.1,1.6,"NLD","Europe",20.4,122.72
"10146",7959,"Norway",50,0.009445258,7448.600143,384.1428571,16.821,14.462,440.0192857,64800.057,0,64.6,1.73,"NOR","Europe",23.1,0
"10148",11678,"Uruguay",53,0.009441303,5394.1695,578.5,14.655,19.751,182.7005,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"10158",7603,"Netherlands",86,0.009408231,112813.4096,2647.571429,18.779,508.544,720.834,48472.545,126.11,35.1,1.6,"NLD","Europe",20.4,126.11
"10169",11691,"Uruguay",66,0.009357131,28726.31429,2675.714286,14.655,19.751,384.1514286,20551.409,17.14571429,41.3,1.21,"URY","South America",27.9,17.14571429
"10170",7600,"Netherlands",87,0.009351064,113876.6673,2640.285714,18.779,508.544,728.931,48472.545,127.07,35.1,1.6,"NLD","Europe",20.4,127.07
"10175",2886,"Denmark",73,0.009338658,46123.60214,1006.714286,19.677,136.52,5207.092,46682.515,47.38428571,70.4,1.61,"DNK","Europe",19.7,47.38428571
"10177",7958,"Norway",49,0.009333422,6963.072571,367.4285714,16.821,14.462,418.9052857,64800.057,0,64.6,1.73,"NOR","Europe",23.1,0
"10186",7604,"Netherlands",88,0.009304038,114809.9346,2521.4,18.779,508.544,736.14,48472.545,127.85,35.1,1.6,"NLD","Europe",20.4,127.85
"10196",7960,"Norway",51,0.009273673,7973.203429,440,16.821,14.462,465.9952857,64800.057,0,64.6,1.73,"NOR","Europe",23.1,0
"10198",5143,"Israel",15,0.009267885,1259.596571,396.1428571,11.733,402.606,18.88657143,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10216",7957,"Norway",48,0.009189961,6490.535143,410.5714286,16.821,14.462,399.3348571,64800.057,NA,64.6,1.73,"NOR","Europe",23.1,0
"10243",2874,"Denmark",74,0.009120462,47339.803,982.1428571,19.677,136.52,5408.973714,46682.515,53.23571429,70.4,1.61,"DNK","Europe",19.7,53.23571429
"10250",11677,"Uruguay",52,0.009080909,4682.271857,565.8571429,14.655,19.751,174.1197143,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"10255",7961,"Norway",52,0.009068674,8553.034714,478,16.821,14.462,487.3681429,64800.057,0.005714286,64.6,1.73,"NOR","Europe",23.1,0.005714286
"10268",11676,"Uruguay",51,0.009038019,3580.987429,511.8571429,14.655,19.751,158.2248571,20551.409,NA,41.3,1.21,"URY","South America",27.9,0
"10276",7967,"Norway",58,0.008986791,11584.08043,276.5714286,16.821,14.462,613.1534286,64800.057,2.772857143,64.6,1.73,"NOR","Europe",23.1,2.772857143
"10277",7968,"Norway",59,0.008985785,11911.37243,228.4285714,16.821,14.462,633.0274286,64800.057,4.534285714,64.6,1.73,"NOR","Europe",23.1,4.534285714
"10287",7966,"Norway",57,0.00894563,11228.50771,288.1428571,16.821,14.462,591.5637143,64800.057,1.711428571,64.6,1.73,"NOR","Europe",23.1,1.711428571
"10298",2862,"Denmark",75,0.008924004,48511.49986,964.5714286,19.677,136.52,5585.153571,46682.515,59.52833333,70.4,1.61,"DNK","Europe",19.7,59.52833333
"10302",7969,"Norway",60,0.008914494,12243.91829,287.5714286,16.821,14.462,653.8205714,64800.057,6.114285714,64.6,1.73,"NOR","Europe",23.1,6.114285714
"10304",7965,"Norway",56,0.008899127,10819.14429,360.4285714,16.821,14.462,570.9651429,64800.057,1.097142857,64.6,1.73,"NOR","Europe",23.1,1.097142857
"10308",7970,"Norway",61,0.008866376,12608.37786,316.5714286,16.821,14.462,674.3885714,64800.057,7.824285714,64.6,1.73,"NOR","Europe",23.1,7.824285714
"10315",7526,"Netherlands",10,0.00885388,11.67942857,51.14285714,18.779,508.544,NA,48472.545,NA,35.1,1.6,"NLD","Europe",20.4,0
"10320",7962,"Norway",53,0.008846159,9017.901,644.5,16.821,14.462,500.0245,64800.057,0.04,64.6,1.73,"NOR","Europe",23.1,0.04
"10331",11391,"United Arab Emirates",18,0.008814253,1360.241714,544.5714286,1.144,112.442,119.4918571,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"10349",2861,"Denmark",76,0.008760285,49489.77343,659,19.677,136.52,5741.146286,46682.515,66.37,70.4,1.61,"DNK","Europe",19.7,66.37
"10361",2846,"Denmark",50,0.008720034,18461.79671,3043.428571,19.677,136.52,1467.794143,46682.515,NA,70.4,1.61,"DNK","Europe",19.7,0
"10362",2815,"Denmark",55,0.008716863,31499.01471,1189.857143,19.677,136.52,1958.779857,46682.515,2.007142857,70.4,1.61,"DNK","Europe",19.7,2.007142857
"10365",7971,"Norway",62,0.008704604,13141.37057,493.2857143,16.821,14.462,697.1262857,64800.057,9.845714286,64.6,1.73,"NOR","Europe",23.1,9.845714286
"10366",7963,"Norway",54,0.008701433,9434.778571,603.5714286,16.821,14.462,515.37,64800.057,0.132857143,64.6,1.73,"NOR","Europe",23.1,0.132857143
"10368",2103,"Chile",20,0.008699991,2536.529143,3065.285714,11.087,24.282,17.98628571,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"10370",2133,"Chile",22,0.008693803,6010.936571,5670.428571,11.087,24.282,28.963,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"10371",2833,"Denmark",77,0.008686293,50040.84971,331.8571429,19.677,136.52,5863.959286,46682.515,73.288,70.4,1.61,"DNK","Europe",19.7,73.288
"10372",2104,"Chile",21,0.008680225,4051.320286,4955.428571,11.087,24.282,23.36342857,22767.037,NA,58.3,1.05,"CHL","South America",28,0
"10379",7964,"Norway",55,0.008652571,10256.433,563.4285714,16.821,14.462,547.6731429,64800.057,0.544285714,64.6,1.73,"NOR","Europe",23.1,0.544285714
"10381",2810,"Denmark",78,0.008650459,50336.10843,192.5714286,19.677,136.52,5962.917714,46682.515,81.44,70.4,1.61,"DNK","Europe",19.7,81.44
"10382",5157,"Israel",29,0.008643871,5624.261571,1682.571429,11.733,402.606,165.7798571,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10387",2807,"Denmark",79,0.008617281,50581.285,258.2857143,19.677,136.52,6058.618429,46682.515,88.37428571,70.4,1.61,"DNK","Europe",19.7,88.37428571
"10400",2809,"Denmark",80,0.008555197,51037.84871,490.1428571,19.677,136.52,6169.046429,46682.515,95.59,70.4,1.61,"DNK","Europe",19.7,95.59
"10404",5216,"Israel",48,0.008520389,38132.87486,1036.714286,11.733,402.606,673.6484286,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10406",5215,"Israel",47,0.008511017,37402.91957,763.1428571,11.733,402.606,636.7572857,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10409",11394,"United Arab Emirates",21,0.008506172,2865.069143,860.4285714,1.144,112.442,195.3401429,67293.483,NA,46.7,-1.11,"ARE","Asia",31.7,0
"10427",5217,"Israel",49,0.008457414,39124.823,1413.714286,11.733,402.606,716.7384286,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10428",5214,"Israel",46,0.008448537,36819.677,711.2857143,11.733,402.606,604.5311429,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10435",2838,"Denmark",81,0.008429076,51837.86129,861.1428571,19.677,136.52,6279.557,46682.515,103.856,70.4,1.61,"DNK","Europe",19.7,103.856
"10457",5178,"Israel",50,0.008382481,40453.41171,1763.571429,11.733,402.606,767.4077143,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10460",5213,"Israel",45,0.008375809,36297.17071,595.7142857,11.733,402.606,578.2845714,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10469",7972,"Norway",63,0.008344667,13882.46957,649.7142857,16.821,14.462,727.7234286,64800.057,11.92714286,64.6,1.73,"NOR","Europe",23.1,11.92714286
"10483",743,"Bahrain",13,0.008300702,277.8217143,25,2.372,1935.907,17.92633333,43290.705,NA,39.4,-1.41,"BHR","Asia",29.8,0
"10500",2839,"Denmark",82,0.008256947,52977.56271,860.4285714,19.677,136.52,6382.224714,46682.515,113.9133333,70.4,1.61,"DNK","Europe",19.7,113.9133333
"10501",5179,"Israel",51,0.008256477,42444.78386,3122.428571,11.733,402.606,826.597,33132.32,0.3325,47.3,0.65,"ISR","Asia",26.1,0.3325
"10529",8730,"Portugal",12,0.008204222,134.2457143,273.4285714,21.502,112.371,2.103857143,27936.896,NA,60.3,1.2,"PRT","Europe",20.8,0
"10550",2818,"Denmark",54,0.008139954,29541.75514,1913,19.677,136.52,1862.754857,46682.515,1.052857143,70.4,1.61,"DNK","Europe",19.7,1.052857143
"10551",5212,"Israel",44,0.008139876,35790.787,652.4285714,11.733,402.606,553.7997143,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10555",5162,"Israel",34,0.008130499,11642.17871,1450.285714,11.733,402.606,255.2972857,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10562",2840,"Denmark",83,0.00811998,53922.29257,802.5714286,19.677,136.52,6465.895571,46682.515,121.932,70.4,1.61,"DNK","Europe",19.7,121.932
"10564",5163,"Israel",35,0.008113359,12950.67943,1756.714286,11.733,402.606,276.033,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10578",5180,"Israel",52,0.008065923,45327.14257,4273,11.733,402.606,895.1674286,33132.32,4.031428571,47.3,0.65,"ISR","Asia",26.1,4.031428571
"10580",5161,"Israel",33,0.008062429,10529.39243,1396.714286,11.733,402.606,236.8887143,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10585",5158,"Israel",30,0.008047828,6993.076143,1741.571429,11.733,402.606,185.9812857,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10595",2841,"Denmark",84,0.00798269,54985.32243,887.4285714,19.677,136.52,6539.890714,46682.515,128.1342857,70.4,1.61,"DNK","Europe",19.7,128.1342857
"10602",5160,"Israel",32,0.00796474,9392.454571,1476.571429,11.733,402.606,219.6942857,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
"10607",5159,"Israel",31,0.007946336,8249.519429,1423.571429,11.733,402.606,202.9161429,33132.32,NA,47.3,0.65,"ISR","Asia",26.1,0
