,location,Weeks,CFR,TotalCasepm,NewCases,Age65Older,PopulationDensity,TotalTestpt,GDP,Vaccinationph,GHSI,WGI,continent,Obesity_rate,id,lw,vml,vml2,TTs,TTs2,GDP2,PopulationDensity2,PopulationDensity22,GHSI2,WGI2,Age65Older2,Age65Older22,Obesity_rate2,Obesity_rate22,CFR2
2766,Mozambique,61,0.010689423,1792.085857,581.4285714,3.158,37.728,12.99571429,1136.103,NA,28.1,-0.47, ,7.2,2766,4.110873864,NA,NA,0.012995714,-0.567239447,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.06894E-06
2767,Mozambique,62,0.010883206,1907.901429,510.4285714,3.158,37.728,13.596,1136.103,NA,28.1,-0.47, ,7.2,2767,4.127134385,NA,NA,0.013596,-0.566629215,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.08832E-06
2768,Mozambique,54,0.008799189,620.2532857,188.4285714,3.158,37.728,8.8928,1136.103,NA,28.1,-0.47, ,7.2,2768,3.988984047,NA,NA,0.0088928,-0.57141034,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,8.79919E-07
2769,Mozambique,55,0.008748379,718.0785714,615.4285714,3.158,37.728,9.296857143,1136.103,NA,28.1,-0.47, ,7.2,2769,4.007333185,NA,NA,0.009296857,-0.570999588,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,8.74838E-07
2770,Mozambique,56,0.009052477,881.0078571,850.8571429,3.158,37.728,9.824,1136.103,NA,28.1,-0.47, ,7.2,2770,4.025351691,NA,NA,0.009824,-0.570463711,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,9.05248E-07
2771,Mozambique,84,0.011740644,3870.975,2184,3.158,37.728,23.534,1136.103,NA,28.1,-0.47, ,7.2,2771,4.430816799,NA,NA,0.023534,-0.556526559,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.17406E-06
2772,Mozambique,71,0.011655774,2239.871,34.85714286,3.158,37.728,16.68514286,1136.103,NA,28.1,-0.47, ,7.2,2772,4.262679877,NA,NA,0.016685143,-0.563488891,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.16558E-06
2773,Mozambique,72,0.01172944,2247.234429,29.57142857,3.158,37.728,16.90133333,1136.103,1.14,28.1,-0.47, ,7.2,2773,4.276666119,1.14,-0.68439323,0.016901333,-0.563269118,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.17294E-06
2774,Mozambique,73,0.011739729,2254.222857,30.28571429,3.158,37.728,17.22616667,1136.103,1.26,28.1,-0.47, ,7.2,2774,4.290459441,1.26,-0.680641777,0.017226167,-0.562938903,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.17397E-06
2775,Mozambique,74,0.011784931,2259.149857,20.85714286,3.158,37.728,17.4496,1136.103,NA,28.1,-0.47, ,7.2,2775,4.304065093,NA,NA,0.0174496,-0.562711768,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.17849E-06
2776,Mozambique,75,0.01180473,2265.818429,41.71428571,3.158,37.728,17.72883333,1136.103,1.26,28.1,-0.47, ,7.2,2776,4.317488114,1.26,-0.680641777,0.017728833,-0.562427908,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.18047E-06
2777,Mozambique,76,0.011782112,2276.372,44.85714286,3.158,37.728,17.96114286,1136.103,1.26,28.1,-0.47, ,7.2,2777,4.33073334,1.26,-0.680641777,0.017961143,-0.562191749,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.17821E-06
2778,Mozambique,64,0.011244985,2070.085714,258.1428571,3.158,37.728,14.55614286,1136.103,0.15,28.1,-0.47, ,7.2,2778,4.158883083,0.15,-0.715342717,0.014556143,-0.565653165,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.1245E-06
2779,Mozambique,65,0.011266652,2122.090429,187.1428571,3.158,37.728,14.93014286,1136.103,0.18,28.1,-0.47, ,7.2,2779,4.17438727,0.18,-0.714404854,0.014930143,-0.565272968,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.12667E-06
2780,Mozambique,66,0.011397544,2152.238286,138.1428571,3.158,37.728,15.28542857,1136.103,NA,28.1,-0.47, ,7.2,2780,4.189654742,NA,NA,0.015285429,-0.564911796,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.13975E-06
2781,Mozambique,67,0.011481497,2182.308429,105.2857143,3.158,37.728,15.62828571,1136.103,NA,28.1,-0.47, ,7.2,2781,4.204692619,NA,NA,0.015628286,-0.564563258,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.14815E-06
2782,Mozambique,68,0.01151144,2200.458286,76.57142857,3.158,37.728,15.90257143,1136.103,NA,28.1,-0.47, ,7.2,2782,4.219507705,NA,NA,0.015902571,-0.564284428,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.15114E-06
2783,Mozambique,69,0.011559021,2216.304857,74.42857143,3.158,37.728,16.15614286,1136.103,NA,28.1,-0.47, ,7.2,2783,4.234106505,NA,NA,0.016156143,-0.564026655,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.1559E-06
2784,Mozambique,70,0.011619671,2230.697714,48.71428571,3.158,37.728,16.42171429,1136.103,NA,28.1,-0.47, ,7.2,2784,4.248495242,NA,NA,0.016421714,-0.563756684,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.16197E-06
2785,Mozambique,79,0.011540127,2417.348571,507.5714286,3.158,37.728,18.98414286,1136.103,NA,28.1,-0.47, ,7.2,2785,4.369447852,NA,NA,0.018984143,-0.5611518,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.15401E-06
2786,Mozambique,57,0.009748312,1062.622286,801.1428571,3.158,37.728,10.45342857,1136.103,NA,28.1,-0.47, ,7.2,2786,4.043051268,NA,NA,0.010453429,-0.569823854,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,9.74831E-07
2787,Mozambique,77,0.011754259,2291.103286,92.85714286,3.158,37.728,18.228,1136.103,NA,28.1,-0.47, ,7.2,2787,4.343805422,NA,NA,0.018228,-0.561920471,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.17543E-06
2788,Mozambique,78,0.011702357,2327.421571,246.1428571,3.158,37.728,18.50685714,1136.103,1.4,28.1,-0.47, ,7.2,2788,4.356708827,1.4,-0.676265082,0.018506857,-0.561636993,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.17024E-06
2789,Mozambique,80,0.011245168,2599.365143,1102.428571,3.158,37.728,19.68271429,1136.103,1.63,28.1,-0.47, ,7.2,2789,4.382026635,1.63,-0.669074797,0.019682714,-0.560441654,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.12452E-06
2790,Mozambique,81,0.011029629,2896.204857,1401.571429,3.158,37.728,20.577,1136.103,NA,28.1,-0.47, ,7.2,2790,4.394449155,NA,NA,0.020577,-0.559532552,-0.881370472,0.037728,-0.231778849,-1.004413091,-0.280346705,0.0003158,-0.854904729,0.00072,-1.148620472,1.10296E-06
2791,Myanmar,54,0.02164328,2332.752143,591.7142857,5.732,81.721,34.66514286,5591.597,NA,43.4,-0.89,Asia,5.8,2791,3.988984047,NA,NA,0.034665143,-0.545210991,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.16433E-06
2792,Myanmar,57,0.022247416,2535.105714,426.5714286,5.732,81.721,42.02228571,5591.597,0.005,43.4,-0.89,Asia,5.8,2792,4.043051268,0.005,-0.719875723,0.042022286,-0.537731953,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.22474E-06
2793,Myanmar,58,0.022366597,2579.007857,278.8571429,5.732,81.721,44.09128571,5591.597,NA,43.4,-0.89,Asia,5.8,2793,4.060443011,NA,NA,0.044091286,-0.535628673,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.23666E-06
2794,Myanmar,59,0.022455113,2598.786143,59.71428571,5.732,81.721,45.26828571,5591.597,0.7,43.4,-0.89,Asia,5.8,2794,4.077537444,0.7,-0.698148558,0.045268286,-0.534432172,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.24551E-06
2795,Myanmar,56,0.022036907,2477.206143,471.5714286,5.732,81.721,39.581,5591.597,NA,43.4,-0.89,Asia,5.8,2795,4.025351691,NA,NA,0.039581,-0.540213687,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.20369E-06
2796,Myanmar,63,0.022528331,2610.737857,16.28571429,5.732,81.721,NA,5591.597,NA,43.4,-0.89,Asia,5.8,2796,4.143134726,NA,NA,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.25283E-06
2797,Myanmar,64,0.022526017,2612.754429,14,5.732,81.721,NA,5591.597,NA,43.4,-0.89,Asia,5.8,2797,4.158883083,NA,NA,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.2526E-06
2798,Myanmar,65,0.02252366,2614.427,14.71428571,5.732,81.721,NA,5591.597,NA,43.4,-0.89,Asia,5.8,2798,4.17438727,NA,NA,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.25237E-06
2799,Myanmar,55,0.0218185,2410.763429,584.7142857,5.732,81.721,37.083,5591.597,NA,43.4,-0.89,Asia,5.8,2799,4.007333185,NA,NA,0.037083,-0.542753074,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.18185E-06
2800,Myanmar,67,0.0224966,2619.205429,11.85714286,5.732,81.721,NA,5591.597,NA,43.4,-0.89,Asia,5.8,2800,4.204692619,NA,NA,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.24966E-06
2801,Myanmar,68,0.022484428,2620.623286,8.714285714,5.732,81.721,NA,5591.597,NA,43.4,-0.89,Asia,5.8,2801,4.219507705,NA,NA,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.24844E-06
2802,Myanmar,69,0.022476007,2621.605143,9.142857143,5.732,81.721,NA,5591.597,NA,43.4,-0.89,Asia,5.8,2802,4.234106505,NA,NA,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.2476E-06
2803,Myanmar,70,0.022468986,2623.359143,18,5.732,81.721,NA,5591.597,3.31,43.4,-0.89,Asia,5.8,2803,4.248495242,3.31,-0.616554455,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.2469E-06
2804,Myanmar,71,0.022466483,2625.404429,10.57142857,5.732,81.721,NA,5591.597,4.68,43.4,-0.89,Asia,5.8,2804,4.262679877,4.68,-0.573725367,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.24665E-06
2805,Myanmar,72,0.022456787,2627.473286,18.57142857,5.732,81.721,47.64171429,5591.597,5.5,43.4,-0.89,Asia,5.8,2805,4.276666119,5.5,-0.548090438,0.047641714,-0.532019419,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.24568E-06
2806,Myanmar,60,0.022523158,2603.060857,26.71428571,5.732,81.721,45.52457143,5591.597,NA,43.4,-0.89,Asia,5.8,2806,4.094344562,NA,NA,0.045524571,-0.53417164,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.25232E-06
2807,Myanmar,61,0.022546034,2605.660143,18.85714286,5.732,81.721,45.658,5591.597,NA,43.4,-0.89,Asia,5.8,2807,4.110873864,NA,NA,0.045658,-0.534036001,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.2546E-06
2808,Myanmar,62,0.022538918,2608.579714,22.71428571,5.732,81.721,45.76166667,5591.597,NA,43.4,-0.89,Asia,5.8,2808,4.127134385,NA,NA,0.045761667,-0.533930616,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.25389E-06
2809,Myanmar,76,0.022340373,2655.385714,133,5.732,81.721,48.39685714,5591.597,6.19,43.4,-0.89,Asia,5.8,2809,4.33073334,6.19,-0.526519583,0.048396857,-0.531251765,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.23404E-06
2810,Myanmar,77,0.022254061,2680.578429,270.2857143,5.732,81.721,48.73242857,5591.597,NA,43.4,-0.89,Asia,5.8,2810,4.343805422,NA,NA,0.048732429,-0.530910634,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.22541E-06
2811,Myanmar,78,0.021943774,2733.780429,563.7142857,5.732,81.721,49.26142857,5591.597,NA,43.4,-0.89,Asia,5.8,2811,4.356708827,NA,NA,0.049261429,-0.530372869,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.19438E-06
2812,Myanmar,79,0.021390463,2845.588143,1233.285714,5.732,81.721,49.99771429,5591.597,6.43,43.4,-0.89,Asia,5.8,2812,4.369447852,6.43,-0.519016678,0.049997714,-0.529624384,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.13905E-06
2813,Myanmar,80,0.020524788,3114.014,2958.285714,5.732,81.721,51.20828571,5591.597,NA,43.4,-0.89,Asia,5.8,2813,4.382026635,NA,NA,0.051208286,-0.528393756,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.05248E-06
2814,Myanmar,81,0.020047184,3635.750286,4641.428571,5.732,81.721,52.98114286,5591.597,NA,43.4,-0.89,Asia,5.8,2814,4.394449155,NA,NA,0.052981143,-0.526591525,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.00472E-06
2815,Myanmar,82,0.022458171,4326.434857,5831.285714,5.732,81.721,54.91357143,5591.597,NA,43.4,-0.89,Asia,5.8,2815,4.406719247,NA,NA,0.054913571,-0.52462708,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.24582E-06
2816,Myanmar,83,0.027259822,5040.132429,5138.428571,5.732,81.721,56.792,5591.597,NA,43.4,-0.89,Asia,5.8,2816,4.418840608,NA,NA,0.056792,-0.522717528,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.72598E-06
2817,Myanmar,84,0.03078277,5455.3135,4926,5.732,81.721,NA,5591.597,NA,43.4,-0.89,Asia,5.8,2817,4.430816799,NA,NA,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,3.07828E-06
2818,Myanmar,66,0.022512885,2617.194143,21.57142857,5.732,81.721,NA,5591.597,1.91,43.4,-0.89,Asia,5.8,2818,4.189654742,1.91,-0.660321407,NA,NA,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.25129E-06
2819,Myanmar,73,0.022455174,2630.117571,25.57142857,5.732,81.721,47.84871429,5591.597,NA,43.4,-0.89,Asia,5.8,2819,4.290459441,NA,NA,0.047848714,-0.53180899,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.24552E-06
2820,Myanmar,74,0.022445499,2633.357286,33,5.732,81.721,48.016,5591.597,NA,43.4,-0.89,Asia,5.8,2820,4.304065093,NA,NA,0.048016,-0.531638932,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.24455E-06
2821,Myanmar,75,0.022392683,2640.625,75.85714286,5.732,81.721,48.18571429,5591.597,NA,43.4,-0.89,Asia,5.8,2821,4.317488114,NA,NA,0.048185714,-0.531466406,-0.648391394,0.081721,-0.166576863,0.045854835,-0.697071095,0.0005732,-0.452854749,0.00058,-1.301327626,2.23927E-06
2822,Namibia,69,0.012961425,18400.22586,141,3.552,3.078,146.5791429,9541.808,0.21,35.6,0.49, ,17.2,2822,4.234106505,0.21,-0.713466991,0.146579143,-0.43144276,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.29614E-06
2823,Namibia,61,0.010807994,14819.79614,218,3.552,3.078,115.7061429,9541.808,NA,35.6,0.49, ,17.2,2823,4.110873864,NA,NA,0.115706143,-0.462827275,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.0808E-06
2824,Namibia,62,0.01095627,15342.55471,180,3.552,3.078,119.6758571,9541.808,NA,35.6,0.49, ,17.2,2824,4.127134385,NA,NA,0.119675857,-0.458791789,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.09563E-06
2825,Namibia,63,0.010999474,15809.20314,166.4285714,3.552,3.078,123.4211429,9541.808,NA,35.6,0.49, ,17.2,2825,4.143134726,NA,NA,0.123421143,-0.45498445,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.09995E-06
2826,Namibia,60,0.010778178,14225.12871,189.5714286,3.552,3.078,111.9045714,9541.808,NA,35.6,0.49, ,17.2,2826,4.094344562,NA,NA,0.111904571,-0.466691832,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.07782E-06
2827,Namibia,65,0.01163288,16751.158,189.4285714,3.552,3.078,131.5225714,9541.808,0.01,35.6,0.49, ,17.2,2827,4.17438727,0.01,-0.719719412,0.131522571,-0.446748794,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.16329E-06
2828,Namibia,66,0.011749763,17248.95386,194.8571429,3.552,3.078,135.5534286,9541.808,0.065,35.6,0.49, ,17.2,2828,4.189654742,0.065,-0.717999996,0.135553429,-0.442651152,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.17498E-06
2829,Namibia,67,0.012055294,17656.23086,97.14285714,3.552,3.078,139.0374286,9541.808,0.09,35.6,0.49, ,17.2,2829,4.204692619,0.09,-0.717218444,0.139037429,-0.439109428,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.20553E-06
2830,Namibia,68,0.012629226,17992.10529,161.5714286,3.552,3.078,142.8225,9541.808,0.12,35.6,0.49, ,17.2,2830,4.219507705,0.12,-0.716280581,0.1428225,-0.435261644,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.26292E-06
2831,Namibia,54,0.008680138,10040.75457,391.5714286,3.552,3.078,84.88714286,9541.808,NA,35.6,0.49, ,17.2,2831,3.988984047,NA,NA,0.084887143,-0.494156895,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,8.68014E-07
2832,Namibia,55,0.009126696,11214.34714,412.5714286,3.552,3.078,90.47671429,9541.808,NA,35.6,0.49, ,17.2,2832,4.007333185,NA,NA,0.090476714,-0.488474714,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,9.1267E-07
2833,Namibia,56,0.009510239,12085.96771,277.8571429,3.552,3.078,95.48885714,9541.808,NA,35.6,0.49, ,17.2,2833,4.025351691,NA,NA,0.095488857,-0.483379528,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,9.51024E-07
2834,Namibia,57,0.009867096,12864.70829,277.7142857,3.552,3.078,100.8585714,9541.808,NA,35.6,0.49, ,17.2,2834,4.043051268,NA,NA,0.100858571,-0.477920846,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,9.8671E-07
2835,Namibia,58,0.010363502,13426.03543,151.4285714,3.552,3.078,105.3458333,9541.808,NA,35.6,0.49, ,17.2,2835,4.060443011,NA,NA,0.105345833,-0.473359238,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.03635E-06
2836,Namibia,59,0.010713284,13791.31429,119.1428571,3.552,3.078,108.5311429,9541.808,NA,35.6,0.49, ,17.2,2836,4.077537444,NA,NA,0.108531143,-0.470121153,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.07133E-06
2837,Namibia,74,0.014570494,20928.11071,296.5714286,3.552,3.078,166.3652857,9541.808,2.738333333,35.6,0.49, ,17.2,2837,4.304065093,2.738333333,-0.63442596,0.166365286,-0.411328793,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.45705E-06
2838,Namibia,75,0.015112549,21852.29943,439.7142857,3.552,3.078,171.256,9541.808,3.096666667,35.6,0.49, ,17.2,2838,4.317488114,3.096666667,-0.623223705,0.171256,-0.406357047,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.51125E-06
2839,Namibia,64,0.011311288,16257.073,150.4285714,3.552,3.078,127.3602857,9541.808,0,35.6,0.49, ,17.2,2839,4.158883083,0,-0.720032034,0.127360286,-0.450980042,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.13113E-06
2840,Namibia,77,0.015485189,26095.42614,1248.285714,3.552,3.078,185.6441429,9541.808,4.184285714,35.6,0.49, ,17.2,2840,4.343805422,4.184285714,-0.589222441,0.185644143,-0.391730517,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.54852E-06
2841,Namibia,78,0.015810001,29476.09643,1230.142857,3.552,3.078,195.0473333,9541.808,5,35.6,0.49, ,17.2,2841,4.356708827,5,-0.563721492,0.195047333,-0.382171531,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.581E-06
2842,Namibia,79,0.016569096,33963.90457,1783.571429,3.552,3.078,205.792,9541.808,5.635,35.6,0.49, ,17.2,2842,4.369447852,5.635,-0.543870054,0.205792,-0.371248843,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.65691E-06
2843,Namibia,80,0.017323366,38177.28957,1399,3.552,3.078,216.413,9541.808,5.99,35.6,0.49, ,17.2,2843,4.382026635,5.99,-0.532772005,0.216413,-0.36045187,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.73234E-06
2844,Namibia,81,0.019312514,41893.89071,1193.571429,3.552,3.078,225.6665714,9541.808,6.437142857,35.6,0.49, ,17.2,2844,4.394449155,6.437142857,-0.518793377,0.225666571,-0.351044982,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.93125E-06
2845,Namibia,82,0.022464063,44332.10029,720.5714286,3.552,3.078,232.679,9541.808,6.9,35.6,0.49, ,17.2,2845,4.406719247,6.9,-0.504323487,0.232679,-0.343916369,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,2.24641E-06
2846,Namibia,70,0.013155583,18842.24857,143.5714286,3.552,3.078,150.4434286,9541.808,0.545,35.6,0.49, ,17.2,2846,4.248495242,0.545,-0.702994185,0.150443429,-0.427514449,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.31556E-06
2847,Namibia,71,0.013327322,19214.10586,183.2857143,3.552,3.078,154.7136667,9541.808,1.09,35.6,0.49, ,17.2,2847,4.262679877,1.09,-0.685956336,0.154713667,-0.42317346,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.33273E-06
2848,Namibia,72,0.013797994,19749.51457,181.8571429,3.552,3.078,158.1131429,9541.808,1.671428571,35.6,0.49, ,17.2,2848,4.276666119,1.671428571,-0.667779653,0.158113143,-0.41971766,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.3798E-06
2849,Namibia,73,0.014073544,20216.55643,156.2857143,3.552,3.078,162.017,9541.808,2.151666667,35.6,0.49, ,17.2,2849,4.290459441,2.151666667,-0.652766397,0.162017,-0.415749123,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,1.40735E-06
2850,Namibia,83,0.024333654,45941.13757,499.4285714,3.552,3.078,238.03,9541.808,7.815714286,35.6,0.49, ,17.2,2850,4.418840608,7.815714286,-0.475696328,0.23803,-0.338476712,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,2.43337E-06
2851,Namibia,84,0.025459899,46705.7945,513,3.552,3.078,240.881,9541.808,8.36,35.6,0.49, ,17.2,2851,4.430816799,8.36,-0.458680809,0.240881,-0.335578475,-0.441833711,0.003078,-0.283133583,-0.489575872,0.672166186,0.0003552,-0.793363279,0.00172,-0.057855086,2.54599E-06
