Date,Country,Confirmed,Rainfall,Relative.humidity,Max.Temp,Min.Temp,Surface.Pressure,pm25_max,Max_Windspeed_10meters,Deaths
23-07-20,Bangladesh,2856,15.5,90.57,30.88,25.39,100.2,179,6.37,50
24-07-20,Bangladesh,2548,8.9,91.44,30.46,26.26,100.49,180,6.28,35
25-07-20,Bangladesh,2520,2.05,88.14,31.64,25.69,100.53,174,4.94,38
26-07-20,Bangladesh,2275,1.45,86.14,32.46,26.32,100.42,124,5.24,54
27-07-20,Bangladesh,2772,10.66,91.12,30.5,26.85,100.27,127,4.88,37
28-07-20,Bangladesh,2960,22.01,88.93,31.47,26.46,100.28,171,6.96,35
29-07-20,Bangladesh,3009,19.53,89.15,31.59,26.4,100.35,182,6.74,35
30-07-20,Bangladesh,2695,1.91,88.54,31.29,26.42,100.4,158,5.75,48
31-07-20,Bangladesh,2772,2.91,85.76,32.34,26.26,100.27,117,5.68,28
01-08-20,Bangladesh,2199,7.42,84.67,32.72,27.18,100.05,124,3.58,21
02-08-20,Bangladesh,886,11.52,84.5,32.16,26.83,99.8,155,4.27,22
03-08-20,Bangladesh,1356,0.56,79.17,34.53,26.74,99.42,158,3.85,30
04-08-20,Bangladesh,1918,7.75,87.7,31.97,28.19,99.11,152,4.68,50
05-08-20,Bangladesh,2654,17.12,89.33,32.35,27.4,99.39,68,9.73,33
06-08-20,Bangladesh,2977,16.83,92.57,30.29,27.19,100.02,129,7.02,39
07-08-20,Bangladesh,2851,31.73,90.12,31.47,27.1,100.04,166,7.27,27
08-08-20,Bangladesh,2611,13.17,89.69,31.4,26.75,99.94,179,6.25,32
09-08-20,Bangladesh,2487,9.83,90.01,31.48,26.84,99.95,132,7.41,34
10-08-20,Bangladesh,2907,6.72,88.99,31.94,26.62,100.02,189,5.51,39
11-08-20,Bangladesh,2996,13.48,91.02,30.94,26.97,99.94,161,6.87,33
12-08-20,Bangladesh,2995,5.09,88.12,32.4,26.83,99.96,153,6.35,42
13-08-20,Bangladesh,2617,1.24,86.59,32.56,26.78,99.83,160,5.97,44
14-08-20,Bangladesh,2766,2.63,87.46,32.12,26.3,99.67,171,6.78,34
15-08-20,Bangladesh,2644,13.13,92.63,30.04,26.35,99.62,65,10.25,34
16-08-20,Bangladesh,2024,5.3,88.27,32.1,26.21,99.76,89,8.52,32
17-08-20,Bangladesh,2595,10.82,91.7,30.52,26.5,99.83,163,8.24,37
18-08-20,Bangladesh,3200,9.57,89.82,31.59,26.23,99.84,161,6.83,46
19-08-20,Bangladesh,2747,29.82,90.95,29.93,25.99,99.8,82,10.83,41
20-08-20,Bangladesh,2868,60.36,93.73,28.33,25.96,100.07,91,11.65,41
21-08-20,Bangladesh,2401,9.51,91.32,29.66,25.91,100.44,174,8.99,39
22-08-20,Bangladesh,2265,25.65,93.5,29.33,26.23,100.38,177,6.41,46
23-08-20,Bangladesh,1973,5.71,87.83,31.45,25.82,100.24,197,4.8,34
24-08-20,Bangladesh,2485,4.06,85.49,31.82,25.62,100.09,236,4.32,42
25-08-20,Bangladesh,2545,5.83,90.12,31.36,26.21,100.12,76,8.22,45
26-08-20,Bangladesh,2519,34.79,90.02,31.03,25.3,100.21,89,10.34,54
27-08-20,Bangladesh,2436,38.58,92.71,29.81,25.88,100.3,161,7.7,45
28-08-20,Bangladesh,2211,3.97,89.04,31.24,25.32,100.22,181,6.02,47
29-08-20,Bangladesh,2131,1.98,87.37,31.85,25.86,100.24,187,5.68,32
30-08-20,Bangladesh,1897,2.25,87.84,31.63,26.2,100.28,160,5.11,42
31-08-20,Bangladesh,2174,5.34,87.11,31.9,26.39,100.3,172,4.34,33
30-01-20,India,1,0,48.65,25.88,10.5,96.72,199.39,5.09,0
31-01-20,India,0,0,48.82,25.95,8.51,96.56,230.87,4.68,0
01-02-20,India,0,0.06,53.33,26.49,10.66,96.66,227.57,4.48,0
02-02-20,India,1,0.02,55.82,26.05,10.14,96.87,229.96,5.23,0
